sim,year,species_code,ess,value,in_out
1,2014,10110,ess_f,770.2271921499074,in
1,2016,10110,ess_f,1420.3713341806194,in
1,2018,10110,ess_f,1662.431738865712,in
1,2014,10130,ess_f,904.8432394848734,in
1,2016,10130,ess_f,331.0580727324945,in
1,2018,10130,ess_f,781.0929503845903,in
1,2014,21720,ess_f,435.08146228673553,in
1,2016,21720,ess_f,500.48949752494894,in
1,2018,21720,ess_f,781.6891306481859,in
1,2014,21740,ess_f,439.9805141366022,in
1,2016,21740,ess_f,190.26925957282805,in
1,2018,21740,ess_f,417.97533068254484,in
1,2014,21921,ess_f,173.70916423465485,in
1,2016,21921,ess_f,87.55804005152747,in
1,2018,21921,ess_f,395.64569487205284,in
1,2014,30020,ess_f,270.73473829668444,in
1,2016,30020,ess_f,54.10965619194277,in
1,2018,30020,ess_f,42.36392184207494,in
1,2014,30060,ess_f,401.0224700384141,in
1,2016,30060,ess_f,1429.372393907488,in
1,2018,30060,ess_f,493.7404265557273,in
1,2014,30420,ess_f,279.3684927660705,in
1,2016,30420,ess_f,834.3998950054342,in
1,2018,30420,ess_f,429.0103094769281,in
1,2014,10110,ess_m,606.4001852173282,in
1,2016,10110,ess_m,180.13827886370805,in
1,2018,10110,ess_m,678.1831663627369,in
1,2014,10130,ess_m,759.3574206291837,in
1,2016,10130,ess_m,265.58013430408596,in
1,2018,10130,ess_m,728.6430915262268,in
1,2014,21720,ess_m,533.6789974369105,in
1,2016,21720,ess_m,439.68433093365866,in
1,2018,21720,ess_m,1072.0758212884787,in
1,2014,21740,ess_m,305.83296058041213,in
1,2016,21740,ess_m,103.59766432970936,in
1,2018,21740,ess_m,149.80397857845327,in
1,2014,21921,ess_m,537.6042777385566,in
1,2016,21921,ess_m,173.30540414679442,in
1,2018,21921,ess_m,315.51176950931045,in
1,2014,30020,ess_m,335.8974867294903,in
1,2016,30020,ess_m,92.4707151600229,in
1,2018,30020,ess_m,8.673331278259836,in
1,2014,30060,ess_m,1305.6014792073065,in
1,2016,30060,ess_m,927.1376802212084,in
1,2018,30060,ess_m,1022.5188886893696,in
1,2014,30420,ess_m,124.76230903566297,in
1,2016,30420,ess_m,211.92165389253785,in
1,2018,30420,ess_m,688.6095052100025,in
1,2014,10110,ess_t,1273.0325876739867,in
1,2016,10110,ess_t,595.8010827890812,in
1,2018,10110,ess_t,1677.8446909873567,in
1,2014,10130,ess_t,1989.3607868988615,in
1,2016,10130,ess_t,298.8805691946156,in
1,2018,10130,ess_t,1568.6179342372202,in
1,2014,21720,ess_t,796.3756116253612,in
1,2016,21720,ess_t,1128.2874079211865,in
1,2018,21720,ess_t,1533.3970096606472,in
1,2014,21740,ess_t,690.801015759648,in
1,2016,21740,ess_t,170.6855173262407,in
1,2018,21740,ess_t,349.770697990357,in
1,2014,21921,ess_t,384.03180380887954,in
1,2016,21921,ess_t,135.06170538212191,in
1,2018,21921,ess_t,549.6210807770084,in
1,2014,30020,ess_t,691.2984138464612,in
1,2016,30020,ess_t,698.3836844828596,in
1,2018,30020,ess_t,252.36555355189364,in
1,2014,30060,ess_t,388.70689873285295,in
1,2016,30060,ess_t,1347.20964646869,in
1,2018,30060,ess_t,1695.8095073706843,in
1,2014,30420,ess_t,408.10057106106126,in
1,2016,30420,ess_t,1609.8665629720442,in
1,2018,30420,ess_t,1563.0999273345374,in
2,2014,10110,ess_f,365.7604109233265,in
2,2016,10110,ess_f,1098.2109106812304,in
2,2018,10110,ess_f,893.5691132822811,in
2,2014,10130,ess_f,376.8156911727632,in
2,2016,10130,ess_f,168.51995312679176,in
2,2018,10130,ess_f,856.7551193565763,in
2,2014,21720,ess_f,529.6619855384821,in
2,2016,21720,ess_f,1180.5133366754787,in
2,2018,21720,ess_f,1172.4849799095214,in
2,2014,21740,ess_f,20.26680317002349,in
2,2016,21740,ess_f,219.39355191360477,in
2,2018,21740,ess_f,793.7188646745504,in
2,2014,21921,ess_f,167.80875040607233,in
2,2016,21921,ess_f,74.99398840195181,in
2,2018,21921,ess_f,157.77122834691957,in
2,2014,30020,ess_f,431.45415586469346,in
2,2016,30020,ess_f,105.16322745081474,in
2,2018,30020,ess_f,28.083219734460254,in
2,2014,30060,ess_f,155.3539676795369,in
2,2016,30060,ess_f,1010.2493467475722,in
2,2018,30060,ess_f,1148.649078820334,in
2,2014,30420,ess_f,634.6677558493768,in
2,2016,30420,ess_f,219.00593043856787,in
2,2018,30420,ess_f,748.0007150387464,in
2,2014,10110,ess_m,517.6132866553662,in
2,2016,10110,ess_m,989.3957078242399,in
2,2018,10110,ess_m,927.7547930957654,in
2,2014,10130,ess_m,400.07149575170837,in
2,2016,10130,ess_m,197.67286450540533,in
2,2018,10130,ess_m,824.3134554746251,in
2,2014,21720,ess_m,763.4550045797859,in
2,2016,21720,ess_m,1028.8193414250038,in
2,2018,21720,ess_m,714.405384905837,in
2,2014,21740,ess_m,29.502843817251282,in
2,2016,21740,ess_m,159.68989833159367,in
2,2018,21740,ess_m,677.9927524374685,in
2,2014,21921,ess_m,196.8583066903655,in
2,2016,21921,ess_m,64.1432702229122,in
2,2018,21921,ess_m,149.57509924270974,in
2,2014,30020,ess_m,351.55156473841345,in
2,2016,30020,ess_m,90.52123229071383,in
2,2018,30020,ess_m,8.216621784824184,in
2,2014,30060,ess_m,136.84473763629802,in
2,2016,30060,ess_m,1999.220006857904,in
2,2018,30060,ess_m,1586.7026344560416,in
2,2014,30420,ess_m,160.95704515054248,in
2,2016,30420,ess_m,166.3659328555087,in
2,2018,30420,ess_m,889.0698687749551,in
2,2014,10110,ess_t,616.9287225353962,in
2,2016,10110,ess_t,1195.388103998914,in
2,2018,10110,ess_t,1117.2353335838843,in
2,2014,10130,ess_t,671.6529951965266,in
2,2016,10130,ess_t,206.68132670345568,in
2,2018,10130,ess_t,1760.5707969854548,in
2,2014,21720,ess_t,1092.882598583424,in
2,2016,21720,ess_t,1270.793673873849,in
2,2018,21720,ess_t,1261.2308075843696,in
2,2014,21740,ess_t,34.48369766945506,in
2,2016,21740,ess_t,571.0385320016926,in
2,2018,21740,ess_t,988.2982206981828,in
2,2014,21921,ess_t,262.974192074478,in
2,2016,21921,ess_t,170.67118768612332,in
2,2018,21921,ess_t,215.5580464142864,in
2,2014,30020,ess_t,611.2860105593774,in
2,2016,30020,ess_t,772.9565973178542,in
2,2018,30020,ess_t,181.78606256265297,in
2,2014,30060,ess_t,262.69031308885934,in
2,2016,30060,ess_t,934.7658444413927,in
2,2018,30060,ess_t,6321.773819438397,in
2,2014,30420,ess_t,404.3825540022588,in
2,2016,30420,ess_t,117.71016104418331,in
2,2018,30420,ess_t,1506.165744424597,in
3,2014,10110,ess_f,1081.7145591047743,in
3,2016,10110,ess_f,694.7877607529015,in
3,2018,10110,ess_f,834.6478385518863,in
3,2014,10130,ess_f,539.3969753639429,in
3,2016,10130,ess_f,328.2213015490636,in
3,2018,10130,ess_f,367.4590234705349,in
3,2014,21720,ess_f,667.9767626975188,in
3,2016,21720,ess_f,558.7092013334841,in
3,2018,21720,ess_f,671.4272355733972,in
3,2014,21740,ess_f,150.6490057550794,in
3,2016,21740,ess_f,46.99846865434345,in
3,2018,21740,ess_f,415.8526462271624,in
3,2014,21921,ess_f,62.27465467299953,in
3,2016,21921,ess_f,8.989336341944908,in
3,2018,21921,ess_f,124.22254293604477,in
3,2014,30020,ess_f,181.69113598218846,in
3,2016,30020,ess_f,33.844195557516244,in
3,2018,30020,ess_f,59.616587845058014,in
3,2014,30060,ess_f,177.058914150597,in
3,2016,30060,ess_f,508.1717717988792,in
3,2018,30060,ess_f,293.7908057868908,in
