sim,year,species_code,ess,value
1,2014,10110,ess_f,93.34398578118777
1,2014,21720,ess_f,101.18167961166932
1,2014,21740,ess_f,33.138938627602904
1,2014,21921,ess_f,46.78150329266817
1,2014,30060,ess_f,72.1971634604898
1,2014,30420,ess_f,268.5627033625554
1,2016,10110,ess_f,104.36306542024394
1,2016,21720,ess_f,86.38778978669633
1,2016,21740,ess_f,9.999114867911269
1,2016,21921,ess_f,67.19038936516526
1,2016,30060,ess_f,183.73835971364278
1,2016,30420,ess_f,164.70996975068084
1,2018,10110,ess_f,126.00436952629853
1,2018,21720,ess_f,151.57317242756105
1,2018,21740,ess_f,230.1406598305726
1,2018,21921,ess_f,95.21288014673722
1,2018,30060,ess_f,155.53648016797322
1,2018,30420,ess_f,100.89693168931366
1,2014,10110,ess_m,13.103662343715282
1,2014,21720,ess_m,1211.250789059358
1,2014,21740,ess_m,46.50610783093186
1,2014,21921,ess_m,227.17213136686084
1,2014,30060,ess_m,208.84762104411297
1,2014,30420,ess_m,89.3192953863412
1,2016,10110,ess_m,63.640657842446984
1,2016,21720,ess_m,1801.6661739820947
1,2016,21740,ess_m,5.792435733291972
1,2016,21921,ess_m,121.70026773388966
1,2016,30060,ess_m,440.7661591100954
1,2016,30420,ess_m,78.78667847732656
1,2018,10110,ess_m,110.38634195598061
1,2018,21720,ess_m,147.46749455129128
1,2018,21740,ess_m,74.17345105211696
1,2018,21921,ess_m,129.34104058304837
1,2018,30060,ess_m,264.17652439658895
1,2018,30420,ess_m,70.37805800052108
1,2014,10110,ess_t,57.376803872889056
1,2014,21720,ess_t,496.4084533588808
1,2014,21740,ess_t,39.32667684105985
1,2014,21921,ess_t,123.3900778663789
1,2014,30060,ess_t,187.77220283877534
1,2014,30420,ess_t,258.6948770730402
1,2016,10110,ess_t,113.31685423933654
1,2016,21720,ess_t,281.75537610925466
1,2016,21740,ess_t,13.371450008430246
1,2016,21921,ess_t,108.35501781787029
1,2016,30060,ess_t,613.389408577452
1,2016,30420,ess_t,179.78992826887028
