sim,year,species_code,ess,value
1,2014,10110,ess_f,82.74364875408914
1,2014,21720,ess_f,65.18737540628703
1,2014,21740,ess_f,5.708269434263082
1,2014,21921,ess_f,30.729927139408556
1,2014,30060,ess_f,202.38858394733558
1,2014,30420,ess_f,88.93144782710229
1,2016,10110,ess_f,187.50023934298738
1,2016,21720,ess_f,329.6362675806011
1,2016,21740,ess_f,255.51086820194044
1,2016,21921,ess_f,53.48710876816855
1,2016,30060,ess_f,183.0590814277431
1,2016,30420,ess_f,161.60089567060464
1,2018,10110,ess_f,384.11612152806526
1,2018,21720,ess_f,254.15836396804966
1,2018,21740,ess_f,340.28630156325875
1,2018,21921,ess_f,53.225927194045795
1,2018,30060,ess_f,200.6705368999753
1,2018,30420,ess_f,310.60828958881655
1,2014,10110,ess_m,19.58652692463776
1,2014,21720,ess_m,194.87614291165673
1,2014,21740,ess_m,6.332954861848832
1,2014,21921,ess_m,51.00984741884314
1,2014,30060,ess_m,221.4410891115724
1,2014,30420,ess_m,81.48377205459718
1,2016,10110,ess_m,28.067334016122203
1,2016,21720,ess_m,131.2415986513487
1,2016,21740,ess_m,92.37636131579639
1,2016,21921,ess_m,49.832035856289984
1,2016,30060,ess_m,378.6535167449767
1,2016,30420,ess_m,81.51219566130914
1,2018,10110,ess_m,169.9145932300792
1,2018,21720,ess_m,65.18560752381373
1,2018,21740,ess_m,107.62288128283944
1,2018,21921,ess_m,101.34106033716121
1,2018,30060,ess_m,354.5896378028797
1,2018,30420,ess_m,108.36584210151146
1,2014,10110,ess_t,57.19444232871682
1,2014,21720,ess_t,134.25556334216495
1,2014,21740,ess_t,6.175229469817151
1,2014,21921,ess_t,46.86281877296862
1,2014,30060,ess_t,374.6460667732593
1,2014,30420,ess_t,173.38574622502182
1,2016,10110,ess_t,83.82274584125607
1,2016,21720,ess_t,278.69300098155486
1,2016,21740,ess_t,235.2811437500485
1,2016,21921,ess_t,64.30539783717646
1,2016,30060,ess_t,574.0664610204524
1,2016,30420,ess_t,209.337861820001
1,2018,10110,ess_t,337.91246273981585
1,2018,21720,ess_t,144.35670080487387
1,2018,21740,ess_t,284.4011495831477
1,2018,21921,ess_t,73.29205343387751
1,2018,30060,ess_t,541.3939220912727
1,2018,30420,ess_t,370.5145549896019
2,2014,10110,ess_f,201.2480164377956
2,2014,21720,ess_f,54.819037662815944
2,2014,21740,ess_f,213.4217551138055
2,2014,21921,ess_f,90.44126386852403
2,2014,30060,ess_f,181.07524716931684
2,2014,30420,ess_f,28.458797329123467
2,2016,10110,ess_f,185.76326345682818
2,2016,21720,ess_f,102.0372458070619
2,2016,21740,ess_f,62.19033060047361
2,2016,21921,ess_f,10.214591220297436
2,2016,30060,ess_f,250.34393233464502
2,2016,30420,ess_f,122.94218174341687
2,2018,10110,ess_f,90.53469527101481
2,2018,21720,ess_f,115.72903538976533
2,2018,21740,ess_f,229.14571305178706
2,2018,21921,ess_f,117.76617853130547
2,2018,30060,ess_f,78.3755520243521
2,2018,30420,ess_f,143.55122477827607
2,2014,10110,ess_m,88.23009625012115
2,2014,21720,ess_m,446.4475274219109
2,2014,21740,ess_m,51.07899299991128
2,2014,21921,ess_m,59.68547487939134
2,2014,30060,ess_m,81.06854105987905
2,2014,30420,ess_m,66.2943986600747
2,2016,10110,ess_m,36.14115093563158
2,2016,21720,ess_m,232.2880603295174
2,2016,21740,ess_m,11.859253426271804
2,2016,21921,ess_m,13.130703773953261
2,2016,30060,ess_m,242.11883918865067
2,2016,30420,ess_m,33.58674308590473
2,2018,10110,ess_m,224.36989204851045
2,2018,21720,ess_m,85.15570629445598
2,2018,21740,ess_m,70.58570555303032
2,2018,21921,ess_m,285.34364106275115
2,2018,30060,ess_m,195.36851815776785
2,2018,30420,ess_m,136.3825576972131
2,2014,10110,ess_t,312.7915136523805
2,2014,21720,ess_t,403.1269330373883
2,2014,21740,ess_t,112.58827656289218
2,2014,21921,ess_t,125.78874219414125
2,2014,30060,ess_t,158.92022870160466
2,2014,30420,ess_t,55.70314744907567
2,2016,10110,ess_t,141.91345841913773
2,2016,21720,ess_t,344.89974729618683
2,2016,21740,ess_t,30.33251593766751
2,2016,21921,ess_t,12.744046682612664
2,2016,30060,ess_t,681.2415418723837
2,2016,30420,ess_t,138.79260038117118
2,2018,10110,ess_t,220.7316280069086
2,2018,21720,ess_t,231.47779030403848
2,2018,21740,ess_t,148.44682044074526
2,2018,21921,ess_t,191.41305762756699
2,2018,30060,ess_t,189.3699065062918
2,2018,30420,ess_t,305.44345758500356
3,2014,10110,ess_f,109.1952433267073
3,2014,21720,ess_f,77.23873208180272
3,2014,21740,ess_f,98.22818517788232
3,2014,21921,ess_f,62.89977471096033
3,2014,30060,ess_f,416.03986577530407
3,2014,30420,ess_f,90.57629422706135
3,2016,10110,ess_f,131.08470048988875
3,2016,21720,ess_f,156.58175896774023
3,2016,21740,ess_f,155.11813792467336
3,2016,21921,ess_f,16.262012339986985
3,2016,30060,ess_f,297.816509562868
3,2016,30420,ess_f,115.87152592663224
3,2018,10110,ess_f,76.85374703415415
3,2018,21720,ess_f,1522.151378540064
3,2018,21740,ess_f,47.763514871885874
3,2018,21921,ess_f,284.20541865498495
3,2018,30060,ess_f,207.65642873817106
3,2018,30420,ess_f,238.5363322713511
3,2014,10110,ess_m,33.431863714840674
3,2014,21720,ess_m,101.42569904732828
3,2014,21740,ess_m,68.38729949737036
3,2014,21921,ess_m,43.851248487750006
3,2014,30060,ess_m,149.0709976968062
3,2014,30420,ess_m,84.72238075284093
3,2016,10110,ess_m,32.132342860063915
3,2016,21720,ess_m,164.47951641539618
3,2016,21740,ess_m,8.653528984610745
3,2016,21921,ess_m,42.09048182692816
3,2016,30060,ess_m,605.0958687861888
3,2016,30420,ess_m,58.68404699900719
3,2018,10110,ess_m,146.68403079715785
3,2018,21720,ess_m,185.69956128451943
3,2018,21740,ess_m,27.007397635596867
3,2018,21921,ess_m,230.64641880372957
3,2018,30060,ess_m,223.16942937722183
3,2018,30420,ess_m,124.75160185860477
3,2014,10110,ess_t,88.60940887467699
3,2014,21720,ess_t,106.17729710762156
3,2014,21740,ess_t,99.66732088518286
3,2014,21921,ess_t,72.90101085127235
3,2014,30060,ess_t,320.08741858383445
3,2014,30420,ess_t,190.0772092401645
3,2016,10110,ess_t,226.83262987557484
3,2016,21720,ess_t,279.18757699424356
3,2016,21740,ess_t,27.191736211870072
3,2016,21921,ess_t,24.802571230401362
3,2016,30060,ess_t,723.8656811173742
3,2016,30420,ess_t,154.2235163156723
3,2018,10110,ess_t,158.49586567186017
3,2018,21720,ess_t,492.3363602136967
3,2018,21740,ess_t,47.68962110024974
3,2018,21921,ess_t,453.06624662173255
3,2018,30060,ess_t,358.1619850134661
3,2018,30420,ess_t,373.2397562675194
4,2014,10110,ess_f,153.0157892833893
4,2014,21720,ess_f,73.04249940058305
4,2014,21740,ess_f,39.66332353948049
4,2014,21921,ess_f,87.36871032857435
4,2014,30060,ess_f,95.25703136693781
4,2014,30420,ess_f,95.91511391741477
4,2016,10110,ess_f,130.54046602248658
4,2016,21720,ess_f,92.38135580599992
4,2016,21740,ess_f,74.94112013037544
4,2016,21921,ess_f,12.924636459569198
4,2016,30060,ess_f,325.2884386788719
4,2016,30420,ess_f,184.34013563413131
4,2018,10110,ess_f,122.16006854670422
4,2018,21720,ess_f,342.0687778201783
4,2018,21740,ess_f,69.91816609993701
4,2018,21921,ess_f,221.1926056660953
4,2018,30060,ess_f,220.3663700116987
4,2018,30420,ess_f,131.97519433722707
4,2014,10110,ess_m,59.75822517152983
4,2014,21720,ess_m,60.34113244967595
4,2014,21740,ess_m,116.5077545149582
4,2014,21921,ess_m,42.98803451637992
4,2014,30060,ess_m,180.16712280390547
4,2014,30420,ess_m,97.0778758660189
4,2016,10110,ess_m,82.19969172742026
4,2016,21720,ess_m,51.76075216164839
4,2016,21740,ess_m,16.95718238957982
4,2016,21921,ess_m,31.483919173242104
4,2016,30060,ess_m,284.21651568445566
4,2016,30420,ess_m,92.07201109863972
4,2018,10110,ess_m,109.72758547313686
4,2018,21720,ess_m,76.56985368161075
4,2018,21740,ess_m,89.5936207920044
4,2018,21921,ess_m,87.60010761403296
4,2018,30060,ess_m,340.0252062810573
4,2018,30420,ess_m,98.1308026257805
4,2014,10110,ess_t,358.41573394445925
4,2014,21720,ess_t,89.57090122215465
4,2014,21740,ess_t,63.40536863777192
4,2014,21921,ess_t,108.07293079620749
4,2014,30060,ess_t,226.55157295006515
4,2014,30420,ess_t,186.12949978273616
4,2016,10110,ess_t,261.48971353283986
4,2016,21720,ess_t,176.2314461898068
4,2016,21740,ess_t,36.10727559034416
4,2016,21921,ess_t,20.80429577231733
4,2016,30060,ess_t,584.9544641666058
4,2016,30420,ess_t,228.65927020277962
4,2018,10110,ess_t,158.81807015252602
4,2018,21720,ess_t,158.14891797663745
4,2018,21740,ess_t,75.98027514628794
4,2018,21921,ess_t,334.9441524384726
4,2018,30060,ess_t,662.0438048788056
4,2018,30420,ess_t,215.95948929693947
5,2014,10110,ess_f,140.10781975290337
5,2014,21720,ess_f,38.97144852625736
5,2014,21740,ess_f,2.363189056129813
5,2014,21921,ess_f,118.36382546755296
5,2014,30060,ess_f,40.833771983440236
