sim,year,species_code,ess,value
1,2014,10110,ess_f,121.52479754758762
1,2014,21720,ess_f,111.13584634944709
1,2014,21740,ess_f,46.811685518005845
1,2014,21921,ess_f,24.647205228391908
1,2014,30060,ess_f,211.4392727982117
1,2014,30420,ess_f,80.83487307539299
1,2016,10110,ess_f,400.36198614791607
1,2016,21720,ess_f,80.20718952109546
1,2016,21740,ess_f,8.625610348560913
1,2016,21921,ess_f,18.55053617404935
1,2016,30060,ess_f,251.29664961381005
1,2016,30420,ess_f,135.20164350215217
1,2018,10110,ess_f,58.96592312486944
1,2018,21720,ess_f,278.40970045372876
1,2018,21740,ess_f,140.4133637271448
1,2018,21921,ess_f,154.76809823033275
1,2018,30060,ess_f,208.12597586467743
1,2018,30420,ess_f,107.95745117062286
1,2014,10110,ess_m,35.14533213711787
1,2014,21720,ess_m,242.48662887188524
1,2014,21740,ess_m,50.36529101573305
1,2014,21921,ess_m,120.6290786692164
1,2014,30060,ess_m,160.8471163471063
1,2014,30420,ess_m,63.48604386054746
1,2016,10110,ess_m,40.60492715966219
1,2016,21720,ess_m,123.70265746863966
1,2016,21740,ess_m,7.5977674266343
1,2016,21921,ess_m,34.49321806719511
1,2016,30060,ess_m,219.83963097606846
1,2016,30420,ess_m,88.25783433007504
1,2018,10110,ess_m,80.82609055066892
1,2018,21720,ess_m,271.2156073577327
1,2018,21740,ess_m,102.4543504555603
1,2018,21921,ess_m,86.12511628116675
1,2018,30060,ess_m,173.957435503448
1,2018,30420,ess_m,144.92587482813178
1,2014,10110,ess_t,90.62714082202945
1,2014,21720,ess_t,278.41282716957494
1,2014,21740,ess_t,54.608526457229786
1,2014,21921,ess_t,63.5305070192663
1,2014,30060,ess_t,221.91314805600334
1,2014,30420,ess_t,127.36021996003373
1,2016,10110,ess_t,174.19626222592015
1,2016,21720,ess_t,125.89602694023864
1,2016,21740,ess_t,21.28549472648585
1,2016,21921,ess_t,25.971384367528138
1,2016,30060,ess_t,474.375804822819
1,2016,30420,ess_t,186.58455736178465
1,2018,10110,ess_t,237.10432195052658
1,2018,21720,ess_t,653.634924722394
1,2018,21740,ess_t,135.16897864266508
1,2018,21921,ess_t,217.11885971753276
1,2018,30060,ess_t,356.6846443375163
