sim,year,species_code,ess,value,in_out
1,2014,10110,ess_f,470.7668709521763,in
1,2016,10110,ess_f,469.94852822413134,in
1,2018,10110,ess_f,615.442674966581,in
1,2014,10130,ess_f,265.3331697288157,in
1,2016,10130,ess_f,196.18328247505008,in
1,2018,10130,ess_f,627.4643008529853,in
1,2014,21720,ess_f,758.6790283168026,in
1,2016,21720,ess_f,376.4976304327242,in
1,2018,21720,ess_f,865.0626604599718,in
1,2014,21740,ess_f,18.88878495123056,in
1,2016,21740,ess_f,52.76251422357539,in
1,2018,21740,ess_f,206.39381659297328,in
1,2014,21921,ess_f,34.088006789239685,in
1,2016,21921,ess_f,182.96611166808316,in
1,2018,21921,ess_f,43.13004956067005,in
1,2014,30020,ess_f,240.52515952118236,in
1,2016,30020,ess_f,107.66981931263423,in
1,2018,30020,ess_f,105.84074337387146,in
1,2014,30060,ess_f,191.44784960373158,in
1,2016,30060,ess_f,789.3553774963667,in
1,2018,30060,ess_f,397.59279616582256,in
1,2014,30420,ess_f,398.9699886061335,in
1,2016,30420,ess_f,331.0133632181972,in
1,2018,30420,ess_f,181.22788744599916,in
1,2014,10110,ess_m,193.87929362377997,in
1,2016,10110,ess_m,95.8708152784163,in
1,2018,10110,ess_m,197.1347300021492,in
1,2014,10130,ess_m,255.64021092827792,in
1,2016,10130,ess_m,114.63944635063572,in
1,2018,10130,ess_m,281.1280404032741,in
1,2014,21720,ess_m,721.1543543099428,in
1,2016,21720,ess_m,368.22689685030906,in
1,2018,21720,ess_m,698.7377037726238,in
1,2014,21740,ess_m,28.2782172254987,in
1,2016,21740,ess_m,39.538571648017964,in
1,2018,21740,ess_m,223.26307551255852,in
1,2014,21921,ess_m,60.03124007701207,in
1,2016,21921,ess_m,172.04502134684427,in
1,2018,21921,ess_m,37.821368996849486,in
1,2014,30020,ess_m,133.92475810115715,in
1,2016,30020,ess_m,39.46722925400478,in
1,2018,30020,ess_m,46.507321805276554,in
1,2014,30060,ess_m,333.4238052090131,in
1,2016,30060,ess_m,452.80489815982924,in
1,2018,30060,ess_m,324.27197657901877,in
1,2014,30420,ess_m,176.32462670622652,in
1,2016,30420,ess_m,464.39287568195647,in
1,2018,30420,ess_m,350.0076561547456,in
1,2014,10110,ess_t,680.2357361953273,in
1,2016,10110,ess_t,257.2838774075885,in
1,2018,10110,ess_t,1371.415196776214,in
1,2014,10130,ess_t,589.3762895149241,in
1,2016,10130,ess_t,243.52211139360145,in
1,2018,10130,ess_t,246.51978352806347,in
1,2014,21720,ess_t,1370.9552924906566,in
1,2016,21720,ess_t,1915.748803254969,in
1,2018,21720,ess_t,1341.7206822925484,in
1,2014,21740,ess_t,19.88960894076695,in
1,2016,21740,ess_t,161.55874639638614,in
1,2018,21740,ess_t,648.6577560304821,in
1,2014,21921,ess_t,46.103211549866145,in
1,2016,21921,ess_t,500.5123927749777,in
1,2018,21921,ess_t,81.19884967276504,in
1,2014,30020,ess_t,476.2683773661861,in
1,2016,30020,ess_t,799.7321498908879,in
1,2018,30020,ess_t,1335.3850623816838,in
1,2014,30060,ess_t,405.59641627766507,in
1,2016,30060,ess_t,1384.4358947007765,in
1,2018,30060,ess_t,1458.2721240784203,in
1,2014,30420,ess_t,460.8968631972619,in
1,2016,30420,ess_t,423.1359352462659,in
1,2018,30420,ess_t,310.2106942599504,in
2,2014,10110,ess_f,737.0718801333077,in
2,2016,10110,ess_f,486.0446363768045,in
2,2018,10110,ess_f,904.6985163730008,in
2,2014,10130,ess_f,252.8955821089669,in
2,2016,10130,ess_f,414.7693375935195,in
2,2018,10130,ess_f,186.42484534481346,in
2,2014,21720,ess_f,382.08816227596117,in
2,2016,21720,ess_f,606.822647762214,in
2,2018,21720,ess_f,868.5132860535048,in
2,2014,21740,ess_f,45.322529146156654,in
2,2016,21740,ess_f,46.23326929514239,in
