sim,year,species_code,ess,value,in_out
1,2014,10110,ess_f,987.8401079314588,in
1,2016,10110,ess_f,688.022000911418,in
1,2018,10110,ess_f,714.9515350466737,in
1,2014,10130,ess_f,215.94378482585574,in
1,2016,10130,ess_f,260.9261105142044,in
1,2018,10130,ess_f,330.9348102846932,in
1,2014,21720,ess_f,429.8450301030332,in
1,2016,21720,ess_f,342.1776346425392,in
1,2018,21720,ess_f,826.0675332522134,in
1,2014,21740,ess_f,88.882623118311,in
1,2016,21740,ess_f,33.18774352925628,in
1,2018,21740,ess_f,155.4066952663018,in
1,2014,21921,ess_f,130.76087781790525,in
1,2016,21921,ess_f,234.79078724503006,in
1,2018,21921,ess_f,101.94041660230452,in
1,2014,30020,ess_f,124.24115523892954,in
1,2016,30020,ess_f,33.794532764408565,in
1,2018,30020,ess_f,32.23147599060485,in
1,2014,30060,ess_f,68.37504349702388,in
1,2016,30060,ess_f,842.6291591677012,in
1,2018,30060,ess_f,260.5356630227263,in
1,2014,30420,ess_f,700.0029254913999,in
1,2016,30420,ess_f,599.7298802854236,in
1,2018,30420,ess_f,194.17243086851357,in
1,2014,10110,ess_m,374.3904241006898,in
1,2016,10110,ess_m,351.5039774094043,in
1,2018,10110,ess_m,631.6145830679874,in
1,2014,10130,ess_m,262.5676798973966,in
1,2016,10130,ess_m,179.34392204870957,in
1,2018,10130,ess_m,215.96896882022168,in
1,2014,21720,ess_m,632.4649663352864,in
1,2016,21720,ess_m,576.9212488772301,in
1,2018,21720,ess_m,469.4657807089233,in
1,2014,21740,ess_m,68.06499775410356,in
1,2016,21740,ess_m,28.6470006989183,in
1,2018,21740,ess_m,108.23422624065482,in
1,2014,21921,ess_m,149.61091270265982,in
1,2016,21921,ess_m,265.70245972726144,in
1,2018,21921,ess_m,127.67788725747398,in
1,2014,30020,ess_m,151.36585340005976,in
1,2016,30020,ess_m,55.11001321334875,in
1,2018,30020,ess_m,37.837944463243275,in
1,2014,30060,ess_m,142.827287985895,in
1,2016,30060,ess_m,516.6004159258785,in
1,2018,30060,ess_m,260.25494831449873,in
