sim,year,species_code,ess,value,in_out
1,2014,10110,ess_f,838.0721839571589,in
1,2016,10110,ess_f,920.8648443236075,in
1,2018,10110,ess_f,736.6748272327628,in
1,2014,10130,ess_f,1033.1092938715842,in
1,2016,10130,ess_f,352.65823631872325,in
1,2018,10130,ess_f,338.45762608520863,in
1,2014,21720,ess_f,626.3907113603126,in
1,2016,21720,ess_f,866.0968025957922,in
1,2018,21720,ess_f,919.0303890728939,in
1,2014,21740,ess_f,129.33465159268152,in
1,2016,21740,ess_f,40.36176702046039,in
1,2018,21740,ess_f,547.480857189326,in
1,2014,21921,ess_f,383.8460586434635,in
1,2016,21921,ess_f,186.6441310998691,in
1,2018,21921,ess_f,454.9304890769754,in
1,2014,30020,ess_f,193.02133205525953,in
1,2016,30020,ess_f,132.12230359572368,in
1,2018,30020,ess_f,51.57738559234621,in
1,2014,30060,ess_f,107.74092646789451,in
1,2016,30060,ess_f,1133.5153791389316,in
1,2018,30060,ess_f,620.2959721346496,in
1,2014,30420,ess_f,611.3365667530467,in
1,2016,30420,ess_f,381.18542334953884,in
1,2018,30420,ess_f,414.6227310398327,in
1,2014,10110,ess_m,498.1968032140406,in
1,2016,10110,ess_m,668.5494802524282,in
1,2018,10110,ess_m,540.8522190421083,in
1,2014,10130,ess_m,1435.8499396300422,in
1,2016,10130,ess_m,322.3245475915963,in
1,2018,10130,ess_m,358.2592187713561,in
1,2014,21720,ess_m,940.0444163521103,in
1,2016,21720,ess_m,1104.9419569282018,in
1,2018,21720,ess_m,661.3423646232729,in
1,2014,21740,ess_m,215.6479428760826,in
1,2016,21740,ess_m,26.515236272818324,in
1,2018,21740,ess_m,323.1305602147658,in
1,2014,21921,ess_m,245.97185569966462,in
1,2016,21921,ess_m,326.6622992869686,in
1,2018,21921,ess_m,246.35199721786725,in
1,2014,30020,ess_m,162.23717216786372,in
1,2016,30020,ess_m,82.94591851621588,in
1,2018,30020,ess_m,17.50230536459138,in
1,2014,30060,ess_m,199.39586960669686,in
1,2016,30060,ess_m,1463.1318598276337,in
1,2018,30060,ess_m,439.47611194440134,in
1,2014,30420,ess_m,86.5889521383525,in
1,2016,30420,ess_m,404.7288159270753,in
1,2018,30420,ess_m,195.42525559315843,in
1,2014,10110,ess_t,831.6888833372471,in
1,2016,10110,ess_t,1127.7857650353708,in
1,2018,10110,ess_t,935.2717508716617,in
1,2014,10130,ess_t,1227.1653414819027,in
1,2016,10130,ess_t,399.1533237134808,in
1,2018,10130,ess_t,619.1487711583372,in
1,2014,21720,ess_t,1335.1424076291564,in
1,2016,21720,ess_t,2570.5722261790706,in
1,2018,21720,ess_t,1679.4002423532365,in
1,2014,21740,ess_t,316.00514305904125,in
1,2016,21740,ess_t,55.84842029759168,in
1,2018,21740,ess_t,293.6547163003687,in
1,2014,21921,ess_t,218.20791226055783,in
1,2016,21921,ess_t,107.7507017986106,in
1,2018,21921,ess_t,750.6115472029963,in
1,2014,30020,ess_t,309.63846458610254,in
1,2016,30020,ess_t,158.1681159595812,in
1,2018,30020,ess_t,431.92807538724907,in
1,2014,30060,ess_t,188.26672338857372,in
1,2016,30060,ess_t,1606.2809648353814,in
1,2018,30060,ess_t,669.5995608494469,in
1,2014,30420,ess_t,858.0136813187896,in
1,2016,30420,ess_t,256.94684027404156,in
1,2018,30420,ess_t,361.29744789679637,in
2,2014,10110,ess_f,1290.80934251358,in
2,2016,10110,ess_f,1477.260643058232,in
2,2018,10110,ess_f,2043.1205587882143,in
2,2014,10130,ess_f,423.93586515995196,in
2,2016,10130,ess_f,169.31551654515565,in
2,2018,10130,ess_f,501.59174062286445,in
2,2014,21720,ess_f,331.33236715726713,in
2,2016,21720,ess_f,313.0451928206484,in
2,2018,21720,ess_f,889.1667154657038,in
2,2014,21740,ess_f,15.190904393891673,in
2,2016,21740,ess_f,115.85533703337818,in
2,2018,21740,ess_f,629.1309577664224,in
2,2014,21921,ess_f,354.20108355217207,in
2,2016,21921,ess_f,345.8457671901958,in
2,2018,21921,ess_f,390.6333601597809,in
2,2014,30020,ess_f,266.1645621094991,in
2,2016,30020,ess_f,121.36406796133501,in
2,2018,30020,ess_f,72.27390407510299,in
2,2014,30060,ess_f,383.80021694402427,in
