sim,year,sub_samp,species_code,relb_males,relb_females
3,2017,t150,10261,-0.006542886150950568,0.0030536874539613436
3,2017,t100,21720,0.029585122473458982,0.024694130131570468
3,2017,t150,21720,0.029585122473458982,0.024694130131570468
3,2017,t100,21740,0.004556053252410551,-0.013948863712205448
3,2017,t150,21740,0.004556053252410551,-0.013948863712205448
3,2017,t100,30060,-0.006377736228726885,-0.025261586471014518
3,2017,t150,30060,-0.006377736228726885,-0.025261586471014518
3,2017,t100,30420,0.002162245210156695,0.012630817010395125
3,2017,t150,30420,0.002162245210156695,0.012630817010395125
3,2019,t100,10110,0.006334147561910092,-0.011841035092717502
3,2019,t150,10110,0.006334147561910092,-0.011841035092717502
3,2019,t100,10130,0.026728563286800316,0.027408086623857922
3,2019,t150,10130,0.026728563286800316,0.027408086623857922
3,2019,t100,10200,0.03202130023475386,0.025640188524080783
3,2019,t150,10200,0.03202130023475386,0.025640188524080783
3,2019,t100,10261,-0.004958092201757973,-0.030185571380979145
3,2019,t150,10261,-0.004958092201757973,-0.030185571380979145
3,2019,t100,21720,-0.11837104978017386,-0.07494242586149684
3,2019,t150,21720,-0.11837104978017386,-0.07494242586149684
3,2019,t100,21740,0.02972875507720531,0.021366629364674334
3,2019,t150,21740,0.02972875507720531,0.021366629364674334
3,2019,t100,30060,0.010393951101603224,0.024844055777037174
3,2019,t150,30060,0.010393951101603224,0.024844055777037174
3,2019,t100,30420,-0.0024990709547185234,-0.0035913541949114587
3,2019,t150,30420,-0.0024990709547185234,-0.0035913541949114587
3,2021,t100,10110,0.0034724415142129584,0.004146922295505725
3,2021,t150,10110,0.0034724415142129584,0.004146922295505725
3,2021,t100,10130,-0.0030454835003024885,0.0017672157692841049
3,2021,t150,10130,-0.0030454835003024885,0.0017672157692841049
3,2021,t100,10200,4.290894477620146e-4,0.026162987003030293
3,2021,t150,10200,4.290894477620146e-4,0.026162987003030293
3,2021,t100,10261,-0.015200319416135795,-0.030816768454075504
3,2021,t150,10261,-0.015200319416135795,-0.030816768454075504
3,2021,t100,21720,0.039714473989524456,0.02928737490653262
3,2021,t150,21720,0.039714473989524456,0.02928737490653262
3,2021,t100,21740,-0.04796020234809805,-0.01387612521302057
3,2021,t150,21740,-0.04796020234809805,-0.01387612521302057
3,2021,t100,30060,7.686414836821687e-4,6.14220505966347e-4
3,2021,t150,30060,7.686414836821687e-4,6.14220505966347e-4
3,2021,t100,30420,0.005528900933128855,-0.00859188679936392
3,2021,t150,30420,0.005528900933128855,-0.00859188679936392
4,2017,t100,10110,0.01645594722649354,0.010527337534383854
4,2017,t150,10110,0.01645594722649354,0.010527337534383854
4,2017,t100,10130,0.0027587468077429323,0.02179596491560346
4,2017,t150,10130,0.0027587468077429323,0.02179596491560346
4,2017,t100,10200,0.025889847525178047,-0.0036849421747613157
4,2017,t150,10200,0.025889847525178047,-0.0036849421747613157
4,2017,t100,10261,0.023843929077793747,0.03594867111745779
4,2017,t150,10261,0.023843929077793747,0.03594867111745779
4,2017,t100,21720,-0.003713857532857377,-0.004797610577096458
4,2017,t150,21720,-0.003713857532857377,-0.004797610577096458
4,2017,t100,21740,0.06706470694645181,0.06227634956936276
4,2017,t150,21740,0.06706470694645181,0.06227634956936276
4,2017,t100,30060,-0.03852351299638663,-0.03486843137449435
4,2017,t150,30060,-0.03852351299638663,-0.03486843137449435
4,2017,t100,30420,-0.003501904976083549,-0.005808093084862321
4,2017,t150,30420,-0.003501904976083549,-0.005808093084862321
4,2019,t100,10110,0.01386045094401179,0.017046913131514973
4,2019,t150,10110,0.01386045094401179,0.017046913131514973
4,2019,t100,10130,-0.06316605692836831,-0.07674452455860532
4,2019,t150,10130,-0.06316605692836831,-0.07674452455860532
4,2019,t100,10200,0.0041507330825251805,-0.006513187429880523
4,2019,t150,10200,0.0041507330825251805,-0.006513187429880523
4,2019,t100,10261,0.004149085365850236,-0.02854191660971611
4,2019,t150,10261,0.004149085365850236,-0.02854191660971611
4,2019,t100,21720,0.02156459761619879,0.060538251896637724
4,2019,t150,21720,0.02156459761619879,0.060538251896637724
4,2019,t100,21740,0.021880758855628353,0.0071164111347558345
4,2019,t150,21740,0.021880758855628353,0.0071164111347558345
4,2019,t100,30060,-0.006575661816157676,-0.0022589657371954665
4,2019,t150,30060,-0.006575661816157676,-0.0022589657371954665
4,2019,t100,30420,-4.5775527458837896e-4,1.7117853396867724e-4
4,2019,t150,30420,-4.5775527458837896e-4,1.7117853396867724e-4
4,2021,t100,10110,-0.008068614414108118,-0.013452274717588957
4,2021,t150,10110,-0.008068614414108118,-0.013452274717588957
4,2021,t100,10130,0.003385515441849339,-0.00719964750820264
4,2021,t150,10130,0.003385515441849339,-0.00719964750820264
4,2021,t100,10200,-0.014868594180559401,0.002686457301148971
4,2021,t150,10200,-0.014868594180559401,0.002686457301148971
4,2021,t100,10261,0.04528692685149316,0.048191507246845046
4,2021,t150,10261,0.04528692685149316,0.048191507246845046
4,2021,t100,21720,-0.01818025072701291,-0.01624444521442809
4,2021,t150,21720,-0.01818025072701291,-0.01624444521442809
4,2021,t100,21740,0.035459130920497885,-0.008809316300887611
4,2021,t150,21740,0.035459130920497885,-0.008809316300887611
4,2021,t100,30060,0.01622631830621915,0.013238832164252527
4,2021,t150,30060,0.01622631830621915,0.013238832164252527
4,2021,t100,30420,0.01086184023083182,-0.002037552746584185
4,2021,t150,30420,0.01086184023083182,-0.002037552746584185
5,2017,t100,10110,0.005060747814470892,0.008976801632469446
5,2017,t150,10110,0.005060747814470892,0.008976801632469446
5,2017,t100,10130,0.021159378613629733,0.012298929167526238
5,2017,t150,10130,0.021159378613629733,0.012298929167526238
5,2017,t100,10200,0.006876087075561856,-0.010020789483593844
5,2017,t150,10200,0.006876087075561856,-0.010020789483593844
5,2017,t100,10261,0.0013128712451179084,0.015718324075998203
5,2017,t150,10261,0.0013128712451179084,0.015718324075998203
5,2017,t100,21720,-0.037364400943238694,-0.046452958349267714
5,2017,t150,21720,-0.037364400943238694,-0.046452958349267714
5,2017,t100,21740,0.06822021874759762,0.06808035488968325
5,2017,t150,21740,0.06822021874759762,0.06808035488968325
5,2017,t100,30060,9.693885791601952e-5,0.001350139591137599
5,2017,t150,30060,9.693885791601952e-5,0.001350139591137599
5,2017,t100,30420,0.0076729928999493225,0.006836710954639815
5,2017,t150,30420,0.0076729928999493225,0.006836710954639815
5,2019,t100,10110,-0.025013334062235174,-0.021373235126630506
5,2019,t150,10110,-0.025013334062235174,-0.021373235126630506
5,2019,t100,10130,0.0026756763774611458,-0.0029360120949901013
5,2019,t150,10130,0.0026756763774611458,-0.0029360120949901013
5,2019,t100,10200,-0.015665400921740985,-0.0027257807919943092
5,2019,t150,10200,-0.015665400921740985,-0.0027257807919943092
5,2019,t100,10261,-0.014731417493808711,-0.01795509754229987
5,2019,t150,10261,-0.014731417493808711,-0.01795509754229987
5,2019,t100,21720,0.007512673363702467,-0.014148990398243072
5,2019,t150,21720,0.007512673363702467,-0.014148990398243072
5,2019,t100,21740,0.11068773755650195,0.09513182306432871
5,2019,t150,21740,0.11068773755650195,0.09513182306432871
5,2019,t100,30060,-0.02712628608248306,-0.02509027858344343
5,2019,t150,30060,-0.02712628608248306,-0.02509027858344343
5,2019,t100,30420,0.009167224218087204,-0.0024800098003216805
5,2019,t150,30420,0.009167224218087204,-0.0024800098003216805
5,2021,t100,10110,0.0029274739947208112,0.009541375885483984
5,2021,t150,10110,0.0029274739947208112,0.009541375885483984
5,2021,t100,10130,0.0284367016440809,0.028611414163881074
5,2021,t150,10130,0.0284367016440809,0.028611414163881074
5,2021,t100,10200,0.0070998800905118595,-0.015309369307094898
5,2021,t150,10200,0.0070998800905118595,-0.015309369307094898
5,2021,t100,10261,-0.015054241911531341,-0.01614938398772859
5,2021,t150,10261,-0.015054241911531341,-0.01614938398772859
5,2021,t100,21720,-0.036843460823959374,-0.04779998226044539
5,2021,t150,21720,-0.036843460823959374,-0.04779998226044539
5,2021,t100,21740,-0.024694210874465897,-0.04453215750916763
5,2021,t150,21740,-0.024694210874465897,-0.04453215750916763
5,2021,t100,30060,-0.006931263289962745,2.444825370199668e-5
5,2021,t150,30060,-0.006931263289962745,2.444825370199668e-5
5,2021,t100,30420,-0.011898050250552393,0.015093428396080789
5,2021,t150,30420,-0.011898050250552393,0.015093428396080789
6,2017,t100,10110,0.0014406432441878116,0.011999899058939376
6,2017,t150,10110,0.0014406432441878116,0.011999899058939376
6,2017,t100,10130,-0.020241724923844715,-0.011710630149482903
6,2017,t150,10130,-0.020241724923844715,-0.011710630149482903
6,2017,t100,10200,-0.016262326145219153,0.00038744850695879535
6,2017,t150,10200,-0.016262326145219153,0.00038744850695879535
6,2017,t100,10261,-0.019567989319973705,-0.019364558677182304
6,2017,t150,10261,-0.019567989319973705,-0.019364558677182304
6,2017,t100,21720,-0.012350092280078629,-0.003185315547151566
6,2017,t150,21720,-0.012350092280078629,-0.003185315547151566
6,2017,t100,21740,0.05450536437835322,0.07946128498612096
6,2017,t150,21740,0.05450536437835322,0.07946128498612096
6,2017,t100,30060,0.011488331916455995,0.011828991831021948
6,2017,t150,30060,0.011488331916455995,0.011828991831021948
6,2017,t100,30420,-0.004944318594856181,-0.01930307346065049
6,2017,t150,30420,-0.004944318594856181,-0.01930307346065049
6,2019,t100,10110,0.009985724541997726,-0.006097156025318661
6,2019,t150,10110,0.009985724541997726,-0.006097156025318661
6,2019,t100,10130,-0.010876228318141844,-0.01499721346823653
6,2019,t150,10130,-0.010876228318141844,-0.01499721346823653
6,2019,t100,10200,-0.02546923529514044,-0.027179716456560494
6,2019,t150,10200,-0.02546923529514044,-0.027179716456560494
6,2019,t100,10261,0.004045047407114694,0.03461958947241822
6,2019,t150,10261,0.004045047407114694,0.03461958947241822
6,2019,t100,21720,0.04190178629160904,0.013284171185638061
6,2019,t150,21720,0.04190178629160904,0.013284171185638061
6,2019,t100,21740,0.08113560660157845,0.059123283542148165
6,2019,t150,21740,0.08113560660157845,0.059123283542148165
6,2019,t100,30060,-0.012250260947416537,0.004974398428410936
6,2019,t150,30060,-0.012250260947416537,0.004974398428410936
6,2019,t100,30420,2.934138789421091e-4,0.0028727870344505304
6,2019,t150,30420,2.934138789421091e-4,0.0028727870344505304
6,2021,t100,10110,-0.00390107702017165,-0.0013124021447231365
6,2021,t150,10110,-0.00390107702017165,-0.0013124021447231365
6,2021,t100,10130,0.0031378732026638777,0.018937591780859388
6,2021,t150,10130,0.0031378732026638777,0.018937591780859388
6,2021,t100,10200,-0.0028734398384037277,-0.01627976175938756
6,2021,t150,10200,-0.0028734398384037277,-0.01627976175938756
6,2021,t100,10261,1.229967397708127e-4,-0.028336029675047263
6,2021,t150,10261,1.229967397708127e-4,-0.028336029675047263
6,2021,t100,21720,-0.012894223603615548,-0.02690823973531445
6,2021,t150,21720,-0.012894223603615548,-0.02690823973531445
6,2021,t100,21740,0.09943722312634734,0.10479852983589824
6,2021,t150,21740,0.09943722312634734,0.10479852983589824
6,2021,t100,30060,-0.005634244073458054,-0.007163593647735471
6,2021,t150,30060,-0.005634244073458054,-0.007163593647735471
6,2021,t100,30420,0.007197659150505701,0.0043662653770795475
6,2021,t150,30420,0.007197659150505701,0.0043662653770795475
7,2017,t100,10110,0.009916236138517654,-0.013918759453148246
7,2017,t150,10110,0.009916236138517654,-0.013918759453148246
7,2017,t100,10130,-0.02470071185946059,-0.030061084274815825
7,2017,t150,10130,-0.02470071185946059,-0.030061084274815825
7,2017,t100,10200,-0.0278520481116301,-0.02022665530567214
7,2017,t150,10200,-0.0278520481116301,-0.02022665530567214
7,2017,t100,10261,0.0012832495687453975,-0.0069203540219612125
7,2017,t150,10261,0.0012832495687453975,-0.0069203540219612125
7,2017,t100,21720,0.06271179079782845,0.05353561464390392
7,2017,t150,21720,0.06271179079782845,0.05353561464390392
7,2017,t100,21740,-0.20337931746938562,-0.23220937242583245
7,2017,t150,21740,-0.20337931746938562,-0.23220937242583245
7,2017,t100,30060,0.006591147678418554,0.013497995604087909
7,2017,t150,30060,0.006591147678418554,0.013497995604087909
7,2017,t100,30420,0.010128772818398224,0.00971987688752145
7,2017,t150,30420,0.010128772818398224,0.00971987688752145
7,2019,t100,10110,0.02228008742216528,-0.006743265203028943
7,2019,t150,10110,0.02228008742216528,-0.006743265203028943
7,2019,t100,10130,-0.009285669392501054,3.548746508947124e-4
7,2019,t150,10130,-0.009285669392501054,3.548746508947124e-4
7,2019,t100,10200,-0.01464069626946338,0.005133217384023302
7,2019,t150,10200,-0.01464069626946338,0.005133217384023302
7,2019,t100,10261,0.00330521803501799,-3.8764827519824493e-4
7,2019,t150,10261,0.00330521803501799,-3.8764827519824493e-4
7,2019,t100,21720,-0.01802360040448164,0.0033741922789164093
7,2019,t150,21720,-0.01802360040448164,0.0033741922789164093
7,2019,t100,21740,0.03028800765633185,0.010192350878704414
7,2019,t150,21740,0.03028800765633185,0.010192350878704414
7,2019,t100,30060,-0.014936311106721811,-0.024699528461518776
7,2019,t150,30060,-0.014936311106721811,-0.024699528461518776
7,2019,t100,30420,0.0018297217299706376,0.004591554965808398
7,2019,t150,30420,0.0018297217299706376,0.004591554965808398
7,2021,t100,10110,0.002251940341027597,-0.0034293677859657855
7,2021,t150,10110,0.002251940341027597,-0.0034293677859657855
7,2021,t100,10130,0.0024492304349808423,-0.0036193942895576038
7,2021,t150,10130,0.0024492304349808423,-0.0036193942895576038
7,2021,t100,10200,0.020050298597931022,0.005225844586772044
7,2021,t150,10200,0.020050298597931022,0.005225844586772044
7,2021,t100,10261,0.06942871315253399,0.015841634832710578
7,2021,t150,10261,0.06942871315253399,0.015841634832710578
7,2021,t100,21720,-0.01480567315257705,-0.015272425795479624
7,2021,t150,21720,-0.01480567315257705,-0.015272425795479624
7,2021,t100,21740,0.041434380132756896,0.041538248350923394
7,2021,t150,21740,0.041434380132756896,0.041538248350923394
7,2021,t100,30060,0.019859843458292843,0.01697104966081234
7,2021,t150,30060,0.019859843458292843,0.01697104966081234
7,2021,t100,30420,0.014644466627690481,0.021854717499130833
7,2021,t150,30420,0.014644466627690481,0.021854717499130833
8,2017,t100,10110,0.001652232729550316,-0.004723942792977648
8,2017,t150,10110,0.001652232729550316,-0.004723942792977648
8,2017,t100,10130,0.01034711402036156,0.009174198750676337
8,2017,t150,10130,0.01034711402036156,0.009174198750676337
8,2017,t100,10200,0.04266935227752091,0.03818775503663957
8,2017,t150,10200,0.04266935227752091,0.03818775503663957
8,2017,t100,10261,-3.5037326311564067e-4,-0.01017450565214499
8,2017,t150,10261,-3.5037326311564067e-4,-0.01017450565214499
8,2017,t100,21720,0.01238140574739684,0.007143038669498462
8,2017,t150,21720,0.01238140574739684,0.007143038669498462
8,2017,t100,21740,-0.10558075228357774,-0.086880111640391125
8,2017,t150,21740,-0.10558075228357774,-0.086880111640391125
8,2017,t100,30060,1.0359393765262484e-4,0.01327646317785584
8,2017,t150,30060,1.0359393765262484e-4,0.01327646317785584
8,2017,t100,30420,-0.0011815176803357291,-5.908000125359417e-4
8,2017,t150,30420,-0.0011815176803357291,-5.908000125359417e-4
8,2019,t100,10110,-0.01980962195902477,-0.034879151366276465
8,2019,t150,10110,-0.01980962195902477,-0.034879151366276465
8,2019,t100,10130,0.03127967903562027,0.024452089034214763
8,2019,t150,10130,0.03127967903562027,0.024452089034214763
8,2019,t100,10200,0.059247603114639544,0.04306393230320587
8,2019,t150,10200,0.059247603114639544,0.04306393230320587
8,2019,t100,10261,0.0013639831714824422,-0.0019617598362616385
8,2019,t150,10261,0.0013639831714824422,-0.0019617598362616385
8,2019,t100,21720,-0.13041635092363713,-0.07298751780375777
8,2019,t150,21720,-0.13041635092363713,-0.07298751780375777
8,2019,t100,21740,0.0796326058700932,0.04965556092698309
8,2019,t150,21740,0.0796326058700932,0.04965556092698309
8,2019,t100,30060,0.005983295232879325,0.001276705235322491
8,2019,t150,30060,0.005983295232879325,0.001276705235322491
8,2019,t100,30420,-0.005781523634401978,-0.00239172826970048
8,2019,t150,30420,-0.005781523634401978,-0.00239172826970048
8,2021,t100,10110,-2.734278383133173e-4,0.014147908166046937
8,2021,t150,10110,-2.734278383133173e-4,0.014147908166046937
8,2021,t100,10130,0.00821398943858087,0.0069636074715336465
8,2021,t150,10130,0.00821398943858087,0.0069636074715336465
8,2021,t100,10200,0.016503771089076923,0.009017443872541433
8,2021,t150,10200,0.016503771089076923,0.009017443872541433
8,2021,t100,10261,0.008403774043306174,0.015742075868199448
8,2021,t150,10261,0.008403774043306174,0.015742075868199448
8,2021,t100,21720,0.0073655904855709844,0.0034513160558575125
8,2021,t150,21720,0.0073655904855709844,0.0034513160558575125
8,2021,t100,21740,0.010863621614348956,0.022083871334882463
8,2021,t150,21740,0.010863621614348956,0.022083871334882463
8,2021,t100,30060,0.005412677812293623,0.005540832104982943
8,2021,t150,30060,0.005412677812293623,0.005540832104982943
8,2021,t100,30420,-0.003299914689114112,0.012804010312567612
8,2021,t150,30420,-0.003299914689114112,0.012804010312567612
9,2017,t100,10110,0.01684060685214496,0.018069603790604793
9,2017,t150,10110,0.01684060685214496,0.018069603790604793
9,2017,t100,10130,-0.0037755586222462056,-0.005228688710803241
9,2017,t150,10130,-0.0037755586222462056,-0.005228688710803241
9,2017,t100,10200,0.013154690010444444,0.007920745788632758
9,2017,t150,10200,0.013154690010444444,0.007920745788632758
9,2017,t100,10261,-0.012156673659037031,-8.923460963207856e-5
9,2017,t150,10261,-0.012156673659037031,-8.923460963207856e-5
9,2017,t100,21720,-0.07850926053232406,-0.045680385793886384
9,2017,t150,21720,-0.07850926053232406,-0.045680385793886384
9,2017,t100,21740,0.07790789054841496,0.09709586284659757
9,2017,t150,21740,0.07790789054841496,0.09709586284659757
9,2017,t100,30060,0.037574158149385396,0.029047892900316858
9,2017,t150,30060,0.037574158149385396,0.029047892900316858
9,2017,t100,30420,0.005832005907602801,0.0072803935099116715
9,2017,t150,30420,0.005832005907602801,0.0072803935099116715
9,2019,t100,10110,-0.0025462167390728897,-0.0035161758627060384
9,2019,t150,10110,-0.0025462167390728897,-0.0035161758627060384
9,2019,t100,10130,0.013221623836295085,0.014575082548878043
9,2019,t150,10130,0.013221623836295085,0.014575082548878043
9,2019,t100,10200,0.001444909093604137,-0.024892408062145502
9,2019,t150,10200,0.001444909093604137,-0.024892408062145502
9,2019,t100,10261,-2.3494673401894858e-4,0.0022461609972603976
9,2019,t150,10261,-2.3494673401894858e-4,0.0022461609972603976
9,2019,t100,21720,0.07889512535427266,0.07743293459383978
9,2019,t150,21720,0.07889512535427266,0.07743293459383978
9,2019,t100,21740,0.04204694477766703,0.045332058241892195
9,2019,t150,21740,0.04204694477766703,0.045332058241892195
9,2019,t100,30060,0.010340910554558023,0.013875328309209973
9,2019,t150,30060,0.010340910554558023,0.013875328309209973
9,2019,t100,30420,-0.0020930452618007646,0.0016538822184045039
9,2019,t150,30420,-0.0020930452618007646,0.0016538822184045039
9,2021,t100,10110,-0.019254724980519604,-0.01366813924420684
9,2021,t150,10110,-0.019254724980519604,-0.01366813924420684
9,2021,t100,10130,-0.021796862769042632,-0.022381359054495502
9,2021,t150,10130,-0.021796862769042632,-0.022381359054495502
9,2021,t100,10200,-0.00602436081895354,-0.01621572443102704
9,2021,t150,10200,-0.00602436081895354,-0.01621572443102704
9,2021,t100,10261,-0.07719443943119379,-0.04759947031875645
9,2021,t150,10261,-0.07719443943119379,-0.04759947031875645
9,2021,t100,21720,0.030903915305223992,0.017093420161701
9,2021,t150,21720,0.030903915305223992,0.017093420161701
9,2021,t100,21740,0.04579900408023372,0.027433902203558718
9,2021,t150,21740,0.04579900408023372,0.027433902203558718
9,2021,t100,30060,0.012016643384914831,0.007305339177933985
9,2021,t150,30060,0.012016643384914831,0.007305339177933985
9,2021,t100,30420,-0.003535037180790256,0.0011585277629319254
9,2021,t150,30420,-0.003535037180790256,0.0011585277629319254
10,2017,t100,10110,-0.0046721228062441295,0.018430600557667102
10,2017,t150,10110,-0.0046721228062441295,0.018430600557667102
10,2017,t100,10130,0.017343202137597834,9.110229350192164e-4
10,2017,t150,10130,0.017343202137597834,9.110229350192164e-4
10,2017,t100,10200,-0.019441894027567644,0.005670156604339761
10,2017,t150,10200,-0.019441894027567644,0.005670156604339761
10,2017,t100,10261,0.010348024092005753,0.015648588422697764
10,2017,t150,10261,0.010348024092005753,0.015648588422697764
10,2017,t100,21720,-0.021287490859587303,-0.00927768273431593
10,2017,t150,21720,-0.021287490859587303,-0.00927768273431593
10,2017,t100,21740,-0.10925612286223814,-0.1572755518987499
10,2017,t150,21740,-0.10925612286223814,-0.1572755518987499
10,2017,t100,30060,-0.034903048126258905,-0.011701171963542681
10,2017,t150,30060,-0.034903048126258905,-0.011701171963542681
10,2017,t100,30420,-0.007798426329940012,-0.022909683172767054
10,2017,t150,30420,-0.007798426329940012,-0.022909683172767054
10,2019,t100,10110,0.0035705407618068135,0.0032342070246092914
10,2019,t150,10110,0.0035705407618068135,0.0032342070246092914
10,2019,t100,10130,0.024937629757228828,0.014717727997177665
10,2019,t150,10130,0.024937629757228828,0.014717727997177665
10,2019,t100,10200,0.009606901175389485,-0.014726215494380341
10,2019,t150,10200,0.009606901175389485,-0.014726215494380341
10,2019,t100,10261,-0.010484024047622954,-0.031079271787569356
10,2019,t150,10261,-0.010484024047622954,-0.031079271787569356
10,2019,t100,21720,-0.001166732501580087,-0.0018650588760736708
