sim,year,species_code,sub_samp,relb_sexr
4,2017,21740,t150,-0.06113088199779391
4,2017,30060,t100,-0.09601053190034738
4,2017,30060,t150,-0.09601053190034738
4,2017,30420,t100,-0.24066550338921563
4,2017,30420,t150,-0.24066550338921563
4,2019,10110,t100,-0.054065017358540704
4,2019,10110,t150,-0.054065017358540704
4,2019,10130,t100,0.10280477892210309
4,2019,10130,t150,0.10280477892210309
4,2019,10200,t100,0.030629082243889088
4,2019,10200,t150,0.030629082243889088
4,2019,10261,t100,-0.18174380849901198
4,2019,10261,t150,-0.18174380849901198
4,2019,21720,t100,0.028531356583007258
4,2019,21720,t150,0.028531356583007258
4,2019,21740,t100,-0.05639047485129953
4,2019,21740,t150,-0.05639047485129953
4,2019,30060,t100,0.043759737118576066
4,2019,30060,t150,0.043759737118576066
4,2019,30420,t100,0.18170924101366695
4,2019,30420,t150,0.18170924101366695
4,2021,10110,t100,-0.01003823894731041
4,2021,10110,t150,-0.01003823894731041
4,2021,10130,t100,0.09421574978190139
4,2021,10130,t150,0.09421574978190139
4,2021,10200,t100,-0.10723356639422944
4,2021,10200,t150,-0.10723356639422944
4,2021,10261,t100,0.10116338296729072
4,2021,10261,t150,0.10116338296729072
4,2021,21720,t100,0.004620759628193581
4,2021,21720,t150,0.004620759628193581
4,2021,21740,t100,-0.07952084980810176
4,2021,21740,t150,-0.07952084980810176
4,2021,30060,t100,0.0633253390140112
4,2021,30060,t150,0.0633253390140112
4,2021,30420,t100,0.16918628565970134
4,2021,30420,t150,0.16918628565970134
5,2017,10110,t100,-0.010838956365142115
5,2017,10110,t150,-0.010838956365142115
5,2017,10130,t100,-0.18862796790430195
5,2017,10130,t150,-0.18862796790430195
5,2017,10200,t100,-0.029477845909501744
5,2017,10200,t150,-0.029477845909501744
5,2017,10261,t100,0.028626565318517514
5,2017,10261,t150,0.028626565318517514
5,2017,21720,t100,-0.007261073383712748
5,2017,21720,t150,-0.007261073383712748
5,2017,21740,t100,-0.09122857047309084
5,2017,21740,t150,-0.09122857047309084
5,2017,30060,t100,-0.15931335866419088
5,2017,30060,t150,-0.15931335866419088
5,2017,30420,t100,0.5016577404653086
5,2017,30420,t150,0.5016577404653086
5,2019,10110,t100,-0.015783521745510766
5,2019,10110,t150,-0.015783521745510766
5,2019,10130,t100,-0.0584836691165601
5,2019,10130,t150,-0.0584836691165601
5,2019,10200,t100,0.013304945507331023
5,2019,10200,t150,0.013304945507331023
5,2019,10261,t100,0.07624899144947646
5,2019,10261,t150,0.07624899144947646
5,2019,21720,t100,0.14149702814902312
5,2019,21720,t150,0.14149702814902312
5,2019,21740,t100,-0.07482719080018621
5,2019,21740,t150,-0.07482719080018621
5,2019,30060,t100,0.036787165284095674
5,2019,30060,t150,0.036787165284095674
5,2019,30420,t100,0.36084968046753896
5,2019,30420,t150,0.36084968046753896
5,2021,10110,t100,-0.03427896915412983
5,2021,10110,t150,-0.03427896915412983
5,2021,10130,t100,-0.15078164526939905
5,2021,10130,t150,-0.15078164526939905
5,2021,10200,t100,0.04686836250817552
5,2021,10200,t150,0.04686836250817552
5,2021,10261,t100,0.19063129459853678
5,2021,10261,t150,0.19063129459853678
5,2021,21720,t100,0.002332422418469771
5,2021,21720,t150,0.002332422418469771
5,2021,21740,t100,-0.007953020481738975
5,2021,21740,t150,-0.007953020481738975
5,2021,30060,t100,-0.21574654046338515
5,2021,30060,t150,-0.21574654046338515
5,2021,30420,t100,-0.5996751586981718
5,2021,30420,t150,-0.5996751586981718
6,2017,10110,t100,-0.03617519422937343
6,2017,10110,t150,-0.03617519422937343
6,2017,10130,t100,0.06530103283974428
6,2017,10130,t150,0.06530103283974428
6,2017,10200,t100,-0.14281473593829272
6,2017,10200,t150,-0.14281473593829272
6,2017,10261,t100,-0.0265524837931643
6,2017,10261,t150,-0.0265524837931643
6,2017,21720,t100,0.09450981824883342
6,2017,21720,t150,0.09450981824883342
6,2017,21740,t100,0.17580426235085256
6,2017,21740,t150,0.17580426235085256
6,2017,30060,t100,0.045880182905955545
6,2017,30060,t150,0.045880182905955545
6,2017,30420,t100,0.11298646749194403
6,2017,30420,t150,0.11298646749194403
6,2019,10110,t100,0.030830046251382612
6,2019,10110,t150,0.030830046251382612
6,2019,10130,t100,0.007564628486468431
6,2019,10130,t150,0.007564628486468431
6,2019,10200,t100,-0.0775502019022469
6,2019,10200,t150,-0.0775502019022469
6,2019,10261,t100,-0.11796914976930482
6,2019,10261,t150,-0.11796914976930482
6,2019,21720,t100,0.09747964148998252
6,2019,21720,t150,0.09747964148998252
6,2019,21740,t100,0.05911930737235537
6,2019,21740,t150,0.05911930737235537
6,2019,30060,t100,-0.10537249297882485
6,2019,30060,t150,-0.10537249297882485
6,2019,30420,t100,0.14687670442697948
6,2019,30420,t150,0.14687670442697948
6,2021,10110,t100,0.0934374895526031
6,2021,10110,t150,0.0934374895526031
6,2021,10130,t100,-0.07899218991286881
6,2021,10130,t150,-0.07899218991286881
6,2021,10200,t100,0.035053712109370534
6,2021,10200,t150,0.035053712109370534
6,2021,10261,t100,0.2872615123596024
6,2021,10261,t150,0.2872615123596024
6,2021,21720,t100,-0.022441049723527614
6,2021,21720,t150,-0.022441049723527614
6,2021,21740,t100,-0.03909137010532247
6,2021,21740,t150,-0.03909137010532247
6,2021,30060,t100,-0.05485114230643104
6,2021,30060,t150,-0.05485114230643104
6,2021,30420,t100,0.15945391460913602
6,2021,30420,t150,0.15945391460913602
7,2017,10110,t100,-0.014603126874593895
7,2017,10110,t150,-0.014603126874593895
7,2017,10130,t100,0.2898990906663302
7,2017,10130,t150,0.2898990906663302
7,2017,10200,t100,-0.06475177052970536
7,2017,10200,t150,-0.06475177052970536
7,2017,10261,t100,-0.04065513533807311
7,2017,10261,t150,-0.04065513533807311
7,2017,21720,t100,-0.07311423643753887
7,2017,21720,t150,-0.07311423643753887
7,2017,21740,t100,0.09293000154171423
7,2017,21740,t150,0.09293000154171423
7,2017,30060,t100,-0.0526106828515662
7,2017,30060,t150,-0.0526106828515662
7,2017,30420,t100,0.09762462992871136
7,2017,30420,t150,0.09762462992871136
7,2019,10110,t100,0.05490169170044825
7,2019,10110,t150,0.05490169170044825
7,2019,10130,t100,-0.04863882571233331
7,2019,10130,t150,-0.04863882571233331
7,2019,10200,t100,-0.09012429095934414
7,2019,10200,t150,-0.09012429095934414
7,2019,10261,t100,0.04027310165827587
7,2019,10261,t150,0.04027310165827587
7,2019,21720,t100,-0.006784940051922713
7,2019,21720,t150,-0.006784940051922713
7,2019,21740,t100,-0.0037362121572406272
7,2019,21740,t150,-0.0037362121572406272
7,2019,30060,t100,0.0896535952067856
7,2019,30060,t150,0.0896535952067856
7,2019,30420,t100,-0.06317756452532032
7,2019,30420,t150,-0.06317756452532032
7,2021,10110,t100,0.09327289588477745
7,2021,10110,t150,0.09327289588477745
7,2021,10130,t100,-0.014583833204856352
7,2021,10130,t150,-0.014583833204856352
7,2021,10200,t100,-0.07980603809698764
7,2021,10200,t150,-0.07980603809698764
7,2021,10261,t100,-0.2132152004190337
7,2021,10261,t150,-0.2132152004190337
7,2021,21720,t100,0.006109378396301046
7,2021,21720,t150,0.006109378396301046
7,2021,21740,t100,-0.0019263687088678853
7,2021,21740,t150,-0.0019263687088678853
7,2021,30060,t100,0.14213657510445846
7,2021,30060,t150,0.14213657510445846
7,2021,30420,t100,-0.04439295848900308
7,2021,30420,t150,-0.04439295848900308
8,2017,10110,t100,0.030978708868994793
8,2017,10110,t150,0.030978708868994793
8,2017,10130,t100,0.021520347261010927
8,2017,10130,t150,0.021520347261010927
8,2017,10200,t100,0.0304079160330264
8,2017,10200,t150,0.0304079160330264
8,2017,10261,t100,0.044958088772132365
8,2017,10261,t150,0.044958088772132365
8,2017,21720,t100,0.021319735297152646
8,2017,21720,t150,0.021319735297152646
8,2017,21740,t100,0.2012537441448025
8,2017,21740,t150,0.2012537441448025
8,2017,30060,t100,-0.1110487112107246
8,2017,30060,t150,-0.1110487112107246
8,2017,30420,t100,0.07453307041197893
8,2017,30420,t150,0.07453307041197893
8,2019,10110,t100,-0.01138032719206887
8,2019,10110,t150,-0.01138032719206887
8,2019,10130,t100,0.010164570897064025
8,2019,10130,t150,0.010164570897064025
8,2019,10200,t100,0.2647999907363436
8,2019,10200,t150,0.2647999907363436
8,2019,10261,t100,0.03975092034844739
8,2019,10261,t150,0.03975092034844739
8,2019,21720,t100,0.12492543893578252
8,2019,21720,t150,0.12492543893578252
8,2019,21740,t100,-0.021847916238227554
8,2019,21740,t150,-0.021847916238227554
8,2019,30060,t100,0.019324027356877556
8,2019,30060,t150,0.019324027356877556
8,2019,30420,t100,0.3469353096549453
8,2019,30420,t150,0.3469353096549453
8,2021,10110,t100,-0.011014890032347423
8,2021,10110,t150,-0.011014890032347423
8,2021,10130,t100,0.10275933952425693
8,2021,10130,t150,0.10275933952425693
8,2021,10200,t100,-0.008074338500451122
8,2021,10200,t150,-0.008074338500451122
8,2021,10261,t100,0.009323370456185278
8,2021,10261,t150,0.009323370456185278
8,2021,21720,t100,-0.02970240553977936
8,2021,21720,t150,-0.02970240553977936
8,2021,21740,t100,0.07687597882709417
8,2021,21740,t150,0.07687597882709417
8,2021,30060,t100,0.057111290063857435
8,2021,30060,t150,0.057111290063857435
8,2021,30420,t100,-0.21780254003002525
8,2021,30420,t150,-0.21780254003002525
9,2017,10110,t100,0.08984857700016265
9,2017,10110,t150,0.08984857700016265
9,2017,10130,t100,0.0192598881654257
9,2017,10130,t150,0.0192598881654257
9,2017,10200,t100,0.20148010465305607
9,2017,10200,t150,0.20148010465305607
9,2017,10261,t100,0.0630812200891349
9,2017,10261,t150,0.0630812200891349
9,2017,21720,t100,-0.0439624844267225
9,2017,21720,t150,-0.0439624844267225
9,2017,21740,t100,-0.06187634915847433
9,2017,21740,t150,-0.06187634915847433
9,2017,30060,t100,0.24375153990975357
9,2017,30060,t150,0.24375153990975357
9,2017,30420,t100,0.020210244652224926
9,2017,30420,t150,0.020210244652224926
9,2019,10110,t100,0.05117899931861845
9,2019,10110,t150,0.05117899931861845
9,2019,10130,t100,-0.0057913995233024925
9,2019,10130,t150,-0.0057913995233024925
9,2019,10200,t100,-0.019826867964211
9,2019,10200,t150,-0.019826867964211
9,2019,10261,t100,0.07336606716311642
9,2019,10261,t150,0.07336606716311642
9,2019,21720,t100,-0.20488913908823142
9,2019,21720,t150,-0.20488913908823142
9,2019,21740,t100,0.12091484308091462
9,2019,21740,t150,0.12091484308091462
9,2019,30060,t100,0.07432926565683952
9,2019,30060,t150,0.07432926565683952
9,2019,30420,t100,-0.2693103632230725
9,2019,30420,t150,-0.2693103632230725
9,2021,10110,t100,-0.020783708410812708
9,2021,10110,t150,-0.020783708410812708
9,2021,10130,t100,-0.07410232156822572
9,2021,10130,t150,-0.07410232156822572
9,2021,10200,t100,0.1025566730209777
9,2021,10200,t150,0.1025566730209777
9,2021,10261,t100,0.18091416723874826
9,2021,10261,t150,0.18091416723874826
9,2021,21720,t100,-0.027270045810822673
9,2021,21720,t150,-0.027270045810822673
9,2021,21740,t100,-0.06151833728341942
9,2021,21740,t150,-0.06151833728341942
9,2021,30060,t100,0.10293984320433516
9,2021,30060,t150,0.10293984320433516
9,2021,30420,t100,-0.19636402003380915
9,2021,30420,t150,-0.19636402003380915
10,2017,10110,t100,-0.10109118560343874
10,2017,10110,t150,-0.10109118560343874
10,2017,10130,t100,-0.06973680640533544
10,2017,10130,t150,-0.06973680640533544
10,2017,10200,t100,-0.051137462988263396
10,2017,10200,t150,-0.051137462988263396
10,2017,10261,t100,0.11225815242234148
10,2017,10261,t150,0.11225815242234148
10,2017,21720,t100,-0.11486321409631556
10,2017,21720,t150,-0.11486321409631556
10,2017,21740,t100,0.014332740775030465
10,2017,21740,t150,0.014332740775030465
10,2017,30060,t100,-0.100487539206415
10,2017,30060,t150,-0.100487539206415
10,2017,30420,t100,-0.3290757498871993
10,2017,30420,t150,-0.3290757498871993
10,2019,10110,t100,0.06412291399243619
10,2019,10110,t150,0.06412291399243619
10,2019,10130,t100,-0.03141782100628351
10,2019,10130,t150,-0.03141782100628351
10,2019,10200,t100,-0.031772530170393797
10,2019,10200,t150,-0.031772530170393797
10,2019,10261,t100,-0.04036965185817689
10,2019,10261,t150,-0.04036965185817689
10,2019,21720,t100,0.022303942880846545
10,2019,21720,t150,0.022303942880846545
10,2019,21740,t100,-0.08672830203033442
10,2019,21740,t150,-0.08672830203033442
10,2019,30060,t100,0.11500587067769633
10,2019,30060,t150,0.11500587067769633
10,2019,30420,t100,-0.1119995456091543
10,2019,30420,t150,-0.1119995456091543
10,2021,10110,t100,0.010969034940466823
10,2021,10110,t150,0.010969034940466823
10,2021,10130,t100,0.0961088327237533
10,2021,10130,t150,0.0961088327237533
10,2021,10200,t100,-0.08812904258373992
10,2021,10200,t150,-0.08812904258373992
10,2021,10261,t100,0.15357512787217553
10,2021,10261,t150,0.15357512787217553
10,2021,21720,t100,-0.04381515416781637
10,2021,21720,t150,-0.04381515416781637
10,2021,21740,t100,-0.05247970079433357
10,2021,21740,t150,-0.05247970079433357
10,2021,30060,t100,0.20172951371115522
10,2021,30060,t150,0.20172951371115522
10,2021,30420,t100,0.020057667765179515
10,2021,30420,t150,0.020057667765179515
11,2017,10110,t100,0.02990406551584647
11,2017,10110,t150,0.02990406551584647
11,2017,10130,t100,-0.10026356205288915
11,2017,10130,t150,-0.10026356205288915
11,2017,10200,t100,-0.03435223499561413
11,2017,10200,t150,-0.03435223499561413
11,2017,10261,t100,0.04923192457012362
11,2017,10261,t150,0.04923192457012362
11,2017,21720,t100,0.008283784835895258
11,2017,21720,t150,0.008283784835895258
11,2017,21740,t100,0.0453231826595738
11,2017,21740,t150,0.0453231826595738
11,2017,30060,t100,-0.04326530055217367
11,2017,30060,t150,-0.04326530055217367
11,2017,30420,t100,-0.16883611376689203
11,2017,30420,t150,-0.16883611376689203
11,2019,10110,t100,-0.07010316699037912
11,2019,10110,t150,-0.07010316699037912
11,2019,10130,t100,0.051407672888286474
11,2019,10130,t150,0.051407672888286474
11,2019,10200,t100,0.11454456840620371
11,2019,10200,t150,0.11454456840620371
11,2019,10261,t100,-0.033422184510131105
11,2019,10261,t150,-0.033422184510131105
11,2019,21720,t100,-0.004356471624177074
11,2019,21720,t150,-0.004356471624177074
11,2019,21740,t100,0.05901669012392834
11,2019,21740,t150,0.05901669012392834
11,2019,30060,t100,-0.08215766080939983
11,2019,30060,t150,-0.08215766080939983
11,2019,30420,t100,-0.19315616693364576
11,2019,30420,t150,-0.19315616693364576
11,2021,10110,t100,0.006281455089905919
11,2021,10110,t150,0.006281455089905919
11,2021,10130,t100,-0.05338946258525937
11,2021,10130,t150,-0.05338946258525937
11,2021,10200,t100,0.08180960038315585
11,2021,10200,t150,0.08180960038315585
11,2021,10261,t100,-0.18447972183115124
11,2021,10261,t150,-0.18447972183115124
11,2021,21720,t100,-0.026867094666148332
11,2021,21720,t150,-0.026867094666148332
11,2021,21740,t100,0.01587111787042914
11,2021,21740,t150,0.01587111787042914
11,2021,30060,t100,0.005592301045288488
11,2021,30060,t150,0.005592301045288488
11,2021,30420,t100,-0.001254897215271985
11,2021,30420,t150,-0.001254897215271985
12,2017,10110,t100,0.005397110844703833
12,2017,10110,t150,0.005397110844703833
12,2017,10130,t100,-0.018579276629162225
12,2017,10130,t150,-0.018579276629162225
12,2017,10200,t100,-0.07470163636116549
12,2017,10200,t150,-0.07470163636116549
12,2017,10261,t100,-0.007305597093946489
12,2017,10261,t150,-0.007305597093946489
12,2017,21720,t100,0.03092759127581744
12,2017,21720,t150,0.03092759127581744
12,2017,21740,t100,0.09572910099205631
12,2017,21740,t150,0.09572910099205631
12,2017,30060,t100,-0.1199115898805387
12,2017,30060,t150,-0.1199115898805387
12,2017,30420,t100,-0.3687370652299233
12,2017,30420,t150,-0.3687370652299233
12,2019,10110,t100,0.017076722523563265
12,2019,10110,t150,0.017076722523563265
12,2019,10130,t100,-0.18317284819813814
12,2019,10130,t150,-0.18317284819813814
12,2019,10200,t100,0.004205439275974256
12,2019,10200,t150,0.004205439275974256
12,2019,10261,t100,0.018353191358348196
12,2019,10261,t150,0.018353191358348196
12,2019,21720,t100,-0.022799652932322667
12,2019,21720,t150,-0.022799652932322667
12,2019,21740,t100,0.06227319923323672
12,2019,21740,t150,0.06227319923323672
12,2019,30060,t100,-0.054885790121070845
12,2019,30060,t150,-0.054885790121070845
12,2019,30420,t100,-0.07324055663185755
12,2019,30420,t150,-0.07324055663185755
12,2021,10110,t100,-0.05069555642962958
12,2021,10110,t150,-0.05069555642962958
12,2021,10130,t100,-0.025106530833378635
12,2021,10130,t150,-0.025106530833378635
12,2021,10200,t100,0.05887107349131991
12,2021,10200,t150,0.05887107349131991
12,2021,10261,t100,-0.07758252400058614
12,2021,10261,t150,-0.07758252400058614
12,2021,21720,t100,-0.03879912823919667
12,2021,21720,t150,-0.03879912823919667
12,2021,21740,t100,0.01778315987608844
12,2021,21740,t150,0.01778315987608844
12,2021,30060,t100,0.02429691858710813
12,2021,30060,t150,0.02429691858710813
12,2021,30420,t100,0.21891238179813044
12,2021,30420,t150,0.21891238179813044
13,2017,10110,t100,-0.0283903242688689
13,2017,10110,t150,-0.0283903242688689
13,2017,10130,t100,0.0226276238907906
13,2017,10130,t150,0.0226276238907906
13,2017,10200,t100,0.045091812185505106
13,2017,10200,t150,0.045091812185505106
13,2017,10261,t100,0.12094151884846202
13,2017,10261,t150,0.12094151884846202
13,2017,21720,t100,-0.0459707288219457
13,2017,21720,t150,-0.0459707288219457
13,2017,21740,t100,0.11351307760721971
13,2017,21740,t150,0.11351307760721971
13,2017,30060,t100,-0.03843403106342245
13,2017,30060,t150,-0.03843403106342245
13,2017,30420,t100,-0.21553100071470283
13,2017,30420,t150,-0.21553100071470283
13,2019,10110,t100,-0.006948407726082004
13,2019,10110,t150,-0.006948407726082004
13,2019,10130,t100,0.03597768542442092
13,2019,10130,t150,0.03597768542442092
13,2019,10200,t100,-0.09769953786567892
13,2019,10200,t150,-0.09769953786567892
13,2019,10261,t100,-0.14595968370200127
13,2019,10261,t150,-0.14595968370200127
13,2019,21720,t100,-0.004667220844192126
13,2019,21720,t150,-0.004667220844192126
13,2019,21740,t100,0.03885127733804137
13,2019,21740,t150,0.03885127733804137
13,2019,30060,t100,0.09232440843735897
13,2019,30060,t150,0.09232440843735897
13,2019,30420,t100,0.060988421044680545
13,2019,30420,t150,0.060988421044680545
13,2021,10110,t100,-0.06706425835244696
13,2021,10110,t150,-0.06706425835244696
13,2021,10130,t100,-0.023906272905679413
13,2021,10130,t150,-0.023906272905679413
13,2021,10200,t100,0.07792250797525324
13,2021,10200,t150,0.07792250797525324
13,2021,10261,t100,0.08406697108410702
13,2021,10261,t150,0.08406697108410702
13,2021,21720,t100,-0.017192268123034427
13,2021,21720,t150,-0.017192268123034427
13,2021,21740,t100,-0.06032062532174765
13,2021,21740,t150,-0.06032062532174765
13,2021,30060,t100,0.015274558590277187
13,2021,30060,t150,0.015274558590277187
13,2021,30420,t100,-0.04428633171239028
13,2021,30420,t150,-0.04428633171239028
14,2017,10110,t100,-0.061782896584643136
14,2017,10110,t150,-0.061782896584643136
14,2017,10130,t100,0.07578827945899312
14,2017,10130,t150,0.07578827945899312
14,2017,10200,t100,-0.035650093756649105
14,2017,10200,t150,-0.035650093756649105
14,2017,10261,t100,0.08122171184631187
14,2017,10261,t150,0.08122171184631187
14,2017,21720,t100,-0.055499207964291974
14,2017,21720,t150,-0.055499207964291974
14,2017,21740,t100,-0.001945471082743784
14,2017,21740,t150,-0.001945471082743784
14,2017,30060,t100,-0.07136989069751856
14,2017,30060,t150,-0.07136989069751856
14,2017,30420,t100,0.21687003226091786
14,2017,30420,t150,0.21687003226091786
14,2019,10110,t100,0.09056241871056767
14,2019,10110,t150,0.09056241871056767
14,2019,10130,t100,0.2499010305197355
14,2019,10130,t150,0.2499010305197355
14,2019,10200,t100,-0.17072114370500624
14,2019,10200,t150,-0.17072114370500624
14,2019,10261,t100,0.16108481769437305
14,2019,10261,t150,0.16108481769437305
14,2019,21720,t100,-0.01974360072154469
14,2019,21720,t150,-0.01974360072154469
14,2019,21740,t100,-0.06564877955832193
14,2019,21740,t150,-0.06564877955832193
14,2019,30060,t100,0.12065491148543567
14,2019,30060,t150,0.12065491148543567
14,2019,30420,t100,0.06723227062190446
14,2019,30420,t150,0.06723227062190446
14,2021,10110,t100,0.011783202917042733
14,2021,10110,t150,0.011783202917042733
14,2021,10130,t100,0.01987328099484386
14,2021,10130,t150,0.01987328099484386
14,2021,10200,t100,-0.015440962948621698
14,2021,10200,t150,-0.015440962948621698
14,2021,10261,t100,-0.1210608448368316
14,2021,10261,t150,-0.1210608448368316
14,2021,21720,t100,-0.06705923242968993
14,2021,21720,t150,-0.06705923242968993
14,2021,21740,t100,0.09959550502857589
14,2021,21740,t150,0.09959550502857589
14,2021,30060,t100,0.007684702753690978
14,2021,30060,t150,0.007684702753690978
14,2021,30420,t100,0.55141768074707
14,2021,30420,t150,0.55141768074707
15,2017,10110,t100,0.025490915899426918
15,2017,10110,t150,0.025490915899426918
15,2017,10130,t100,-0.11290779869117135
15,2017,10130,t150,-0.11290779869117135
15,2017,10200,t100,0.18213328433245515
15,2017,10200,t150,0.18213328433245515
15,2017,10261,t100,0.03200114563935969
