year,species_code,comp_type,base_iss_age,sub_iss_age,sub_samp,region
1996,10180,female,83.03545215547437,29.908498842681297,a25,goa
1996,10180,male,62.65951686100096,20.63910059823938,a25,goa
1996,10180,total,141.09525497301743,51.47666658892591,a25,goa
1996,20510,female,76.02789448543128,31.080751054021192,a25,goa
1996,20510,male,68.90341307192777,31.674054874070013,a25,goa
1996,20510,total,114.51870779107902,55.23720027684324,a25,goa
1996,21720,female,53.91800302948648,29.10829180211049,a25,goa
1996,21720,male,25.509168974691985,17.893735537916974,a25,goa
1996,21720,total,39.66573047451263,28.93622984391855,a25,goa
1996,21740,female,89.38949496983258,46.240399911105385,a25,goa
1996,21740,male,57.543510885004835,35.89173308168371,a25,goa
1996,21740,total,39.78616306261971,30.283125663763816,a25,goa
1996,30060,female,72.31850754519282,32.43953067488408,a25,goa
1996,30060,male,72.56728795855634,29.68407273213622,a25,goa
1996,30060,total,112.81345703929831,55.9468756186112,a25,goa
1996,30420,female,63.246829486544435,23.070749657333256,a25,goa
1996,30420,male,72.5385977318942,24.84795092731848,a25,goa
1996,30420,total,128.63493401118302,49.97664603439153,a25,goa
1999,10180,female,75.35916874432871,28.3796846948982,a25,goa
1999,10180,male,52.80411018641101,21.281330087328424,a25,goa
1999,10180,total,115.51747929329296,49.964939039789606,a25,goa
1999,20510,female,64.15393689801743,21.65762853381264,a25,goa
1999,20510,male,75.48971058813918,28.817292786361236,a25,goa
1999,20510,total,102.95268256250549,37.432038587564975,a25,goa
1999,21720,female,133.83719569179283,51.81953971192168,a25,goa
1999,21720,male,111.34584016090967,40.27623487569951,a25,goa
1999,21720,total,181.1247059737791,73.8667069636878,a25,goa
1999,21740,female,119.58099755905629,61.53970805827385,a25,goa
1999,21740,male,67.05669924351376,41.4420322243372,a25,goa
1999,21740,total,106.1015324479295,72.66300486809915,a25,goa
1999,30060,female,85.19579588447829,36.61355728273057,a25,goa
1999,30060,male,78.51413920062986,36.13609850783787,a25,goa
1999,30060,total,120.11312552017408,63.274489056029665,a25,goa
1999,30420,female,31.346463226273375,12.253618173664718,a25,goa
1999,30420,male,38.67274385959981,14.807745262867662,a25,goa
1999,30420,total,59.144028056757186,26.050219658837264,a25,goa
2001,10180,female,122.68754286827244,43.98430441596157,a25,goa
2001,10180,male,79.92094955289093,28.366603816073585,a25,goa
2001,10180,total,190.0227187708011,73.27187529301779,a25,goa
2001,21720,female,100.94809207841966,48.304148568919736,a25,goa
2001,21720,male,96.80879406869076,46.25358878621291,a25,goa
2001,21720,total,124.49484524009328,73.32989022967101,a25,goa
2001,21740,female,39.30883010271736,27.395148277619757,a25,goa
2001,21740,male,27.32228792575212,19.256699728188003,a25,goa
2001,21740,total,33.08529414897958,27.416492917664183,a25,goa
2001,30420,female,54.550299059870405,20.30305706720619,a25,goa
2001,30420,male,55.76792407477007,20.153156578104262,a25,goa
2001,30420,total,102.93322958150348,41.659860822687484,a25,goa
2003,10180,female,110.85735182589038,41.25750279331646,a25,goa
2003,10180,male,82.03115643209212,30.745813076908743,a25,goa
2003,10180,total,164.13505366780538,65.89183846865315,a25,goa
2003,21720,female,144.91813285568057,50.845911060628616,a25,goa
2003,21720,male,121.11953480777647,44.13062716735519,a25,goa
2003,21720,total,218.29154322699824,84.4962592540737,a25,goa
2003,21740,female,165.34729968749178,84.66079373886683,a25,goa
2003,21740,male,143.54985684060904,72.1918758925044,a25,goa
2003,21740,total,192.3293329440874,115.76209162581576,a25,goa
2003,30060,female,159.38634679843503,64.63734623772146,a25,goa
2003,30060,male,154.91701040427557,61.42506829109933,a25,goa
2003,30060,total,253.99550995259588,115.42031362477849,a25,goa
2003,30420,male,24.806204898793396,9.67050715768309,a25,goa
2003,30420,total,43.12751400800851,21.61982380565455,a25,goa
2005,10180,female,124.57116065116408,44.599381681334805,a25,goa
2005,10180,male,93.57562647662805,32.43169296637373,a25,goa
2005,10180,total,197.00842059283227,72.24215313181156,a25,goa
2005,21720,female,62.08530466144856,26.825971443914877,a25,goa
2005,21720,male,68.5608319295652,26.491550508408647,a25,goa
2005,21720,total,85.54419405366177,42.6434994691954,a25,goa
2005,21740,female,198.91956344862385,103.90246601829386,a25,goa
2005,21740,male,153.44452304585283,75.60943856179722,a25,goa
2005,21740,total,84.97787465315791,55.41598265029462,a25,goa
2005,30060,female,170.59284415007943,68.89011081706688,a25,goa
2005,30060,male,172.60834877069078,66.15335678893715,a25,goa
2005,30060,total,286.17712330228676,128.0642881323031,a25,goa
2005,30420,female,37.515451347779624,15.977312863640195,a25,goa
2005,30420,male,49.453334656082504,16.669295063687176,a25,goa
2005,30420,total,69.64494872831786,30.945242034888437,a25,goa
2007,10180,female,85.38872717354515,32.091242497011905,a25,goa
2007,10180,male,77.3100548406383,26.936824870722997,a25,goa
2007,10180,total,150.35701620498975,58.403896540979666,a25,goa
2007,21720,female,33.03919941719141,15.962647208903894,a25,goa
2007,21720,male,38.43478455745811,18.34142989784209,a25,goa
2007,21720,total,39.748886534083546,21.609062447358717,a25,goa
2007,21740,female,74.59257326342322,51.145077329687005,a25,goa
2007,21740,male,73.19392553705721,48.89808394797024,a25,goa
2007,21740,total,85.44999319374774,65.76501951542505,a25,goa
2007,30060,female,185.22406272429816,70.96611987610159,a25,goa
2007,30060,male,151.16781595458704,58.697487029345304,a25,goa
2007,30060,total,301.12871962623257,125.49145309432242,a25,goa
2007,30420,female,118.64658741254254,43.82330248115881,a25,goa
2007,30420,male,101.85762507627078,36.3902041365824,a25,goa
2007,30420,total,197.8147507371942,76.71083770977938,a25,goa
2009,10180,female,119.07983113354086,38.02345224342844,a25,goa
2009,10180,male,92.9094559558047,31.56806931612711,a25,goa
2009,10180,total,195.6257368781089,67.34029751505697,a25,goa
2009,21720,female,77.86630903492296,31.05830937926622,a25,goa
2009,21720,male,65.2629009201405,28.67612248852513,a25,goa
2009,21720,total,13.59535967605369,11.160723112458587,a25,goa
2009,21740,female,104.62470410302176,68.70324383267554,a25,goa
2009,21740,male,86.6740046862639,54.99898177648121,a25,goa
2009,21740,total,75.64960022349872,58.30977298666001,a25,goa
2009,30060,female,57.97459119850684,21.6655710312919,a25,goa
2009,30060,male,42.678313218458015,16.889926056486573,a25,goa
2009,30060,total,94.266143879430075,41.93974245852276,a25,goa
2009,30420,female,114.87727685229824,41.9313961021988,a25,goa
2009,30420,male,113.28344961742503,39.91528635206627,a25,goa
2009,30420,total,205.76723229003304,82.085862431937,a25,goa
2011,10180,female,105.57949782574708,37.86669468903629,a25,goa
2011,10180,male,78.22359121585272,27.79873405709925,a25,goa
2011,10180,total,164.95453479658332,63.20807006148099,a25,goa
2011,21720,female,94.49114012378948,45.2028989966644,a25,goa
2011,21720,male,100.04712534061552,45.325329978977166,a25,goa
2011,21720,total,125.04555858120756,71.15881039846619,a25,goa
2011,21740,female,107.35930621836113,76.4195469922697,a25,goa
2011,21740,male,85.90825380028063,60.90521796294014,a25,goa
2011,21740,total,111.3189827384542,89.11211845613745,a25,goa
2011,30060,female,114.89921496681258,49.27468907500799,a25,goa
2011,30060,male,121.38224536740428,47.80343899906536,a25,goa
2011,30060,total,176.82212388214452,86.70438728108226,a25,goa
2011,30420,female,78.643502760021,30.64923852146643,a25,goa
2011,30420,male,54.451327095752006,19.408006577866978,a25,goa
2011,30420,total,121.93038817277592,49.90774387721724,a25,goa
2013,10180,female,85.45863873909666,29.379421569403565,a25,goa
2013,10180,male,77.77420122031256,26.474170532200223,a25,goa
2013,10180,total,154.82621077202225,56.553542625961015,a25,goa
2013,21720,female,73.66432453376626,42.551481793759365,a25,goa
2013,21720,male,52.15784035254654,34.19367821916446,a25,goa
2013,21720,total,68.54538051180938,49.44174171990058,a25,goa
2013,21740,female,61.50460666277915,49.35262917963456,a25,goa
2013,21740,male,57.514796561549936,44.603529765309474,a25,goa
2013,21740,total,63.4666532762384,52.59530603888389,a25,goa
2013,30060,female,148.36565509809884,58.84645175158473,a25,goa
2013,30060,male,126.59447787120008,45.64909718533116,a25,goa
2013,30060,total,230.00431512034,96.74081700243806,a25,goa
2013,30420,female,94.58718082492072,34.62741453570838,a25,goa
2013,30420,male,80.89855185158558,26.355530935522523,a25,goa
2013,30420,total,162.4594900282139,62.51813296593059,a25,goa
2015,10180,female,97.04565559501424,28.94898939208325,a25,goa
2015,10180,male,82.05234311658988,25.761966428450293,a25,goa
2015,10180,total,170.4506748680925,54.12118403546665,a25,goa
2015,21720,female,106.00100089682697,37.37338951315035,a25,goa
2015,21720,male,106.81889497256704,37.14155200892263,a25,goa
2015,21720,total,142.1256907715645,55.24256073672606,a25,goa
2015,21740,female,108.11246161394864,64.25855320263513,a25,goa
2015,21740,male,87.4810179981081,52.11159656027705,a25,goa
2015,21740,total,114.55409689001696,78.79423040338462,a25,goa
2015,30060,female,127.21003903308478,49.04366387062024,a25,goa
2015,30060,male,133.1576420023174,49.172473193472854,a25,goa
2015,30060,total,224.5858085996312,93.71063825529244,a25,goa
2015,30420,female,101.49483387945403,38.90656193479225,a25,goa
2015,30420,male,66.97332810639745,25.43898441778972,a25,goa
2015,30420,total,154.0337205717984,63.90821366897018,a25,goa
1990,10110,female,93.66650983321227,35.205081826269335,a25,goa
1990,10110,male,33.520777606802874,NA,a25,goa
1990,10110,total,107.69134890777052,45.49481236010372,a25,goa
1990,10130,female,34.35947766952032,14.112862539050017,a25,goa
1990,10130,male,29.44412449949543,8.831928563359618,a25,goa
1990,10130,total,69.95037302515227,27.84445449711492,a25,goa
1990,10200,female,52.239339882000245,18.650983177348778,a25,goa
1990,10200,male,30.803440711887063,10.634792181946352,a25,goa
1990,10200,total,86.08604400748322,34.76328331307257,a25,goa
1993,10110,female,241.6969526968776,81.98684080440593,a25,goa
1993,10110,male,152.81011946634143,51.826172676970046,a25,goa
1993,10110,total,367.2313741065527,131.08553481604923,a25,goa
1993,10130,female,63.9878244638861,21.697903168199684,a25,goa
1993,10130,male,42.1061654924027,14.274329370368166,a25,goa
1993,10130,total,103.74604530400312,38.98433506692467,a25,goa
1993,10200,female,41.87421761841445,17.5899521017077,a25,goa
1993,10200,male,32.151581297691465,13.166200352651762,a25,goa
1993,10200,total,62.03592661134542,30.28130473067405,a25,goa
1996,10110,female,189.7680619206979,60.152312678590846,a25,goa
1996,10110,male,108.094570151048,37.29306021971761,a25,goa
1996,10110,total,278.33711588315475,95.64081349886712,a25,goa
1996,10130,female,94.441490985564,34.066472812486154,a25,goa
1996,10130,male,64.18189665766334,24.03282510090972,a25,goa
1996,10130,total,146.72013553843485,56.54911498625318,a25,goa
1996,10200,female,78.90015368364482,28.542773730132016,a25,goa
1996,10200,male,49.00659538532814,18.010416498930677,a25,goa
1996,10200,total,124.0928424600221,47.38507252630171,a25,goa
1996,10261,female,26.73094641644539,11.15454512985672,a25,goa
1996,10261,male,16.92567716126675,6.023141293345299,a25,goa
1996,10261,total,45.26998738475285,19.070984458022945,a25,goa
1996,10262,female,44.34579935416248,20.872982557496353,a25,goa
1996,10262,male,32.54443756752801,10.694399420070328,a25,goa
1996,10262,total,67.18498952375734,30.937396997847156,a25,goa
1999,10110,female,245.4020262659201,82.57122647082751,a25,goa
1999,10110,male,164.39449777645802,55.13535001652567,a25,goa
1999,10110,total,374.9942015856127,132.2287641374147,a25,goa
1999,10130,female,113.577703791226,41.97828064472074,a25,goa
1999,10130,male,84.44094772556879,29.978089232934735,a25,goa
1999,10130,total,165.39138957713314,65.58187761979947,a25,goa
1999,10200,female,77.75391619949015,30.05047389337724,a25,goa
1999,10200,male,69.41626857269857,24.643726036202363,a25,goa
1999,10200,total,142.5190139586053,55.100129356011934,a25,goa
1999,10261,female,68.6333704828921,24.95094396456684,a25,goa
1999,10261,male,44.13898242065934,15.42062710272373,a25,goa
1999,10261,total,102.3728302553539,40.92397183547462,a25,goa
1999,10262,female,85.90566761504296,29.21408823164357,a25,goa
1999,10262,male,50.60833189081998,18.65315579065532,a25,goa
1999,10262,total,132.15096260898338,47.311955294965834,a25,goa
2001,10110,female,377.1822059385964,142.97405623588074,a25,goa
2001,10110,male,236.5714621839961,93.82050976742744,a25,goa
2001,10110,total,526.4070836508146,220.44517297960633,a25,goa
2001,10130,female,154.9773620429819,54.524651566251315,a25,goa
2001,10130,male,140.7458508384206,44.02136728281785,a25,goa
2001,10130,total,266.33710201318235,92.91952082155116,a25,goa
2001,10200,female,144.59617570666242,52.07736415973613,a25,goa
2001,10200,male,105.49741044029454,38.91123582005815,a25,goa
2001,10200,total,219.7591157543258,89.49585244222521,a25,goa
2001,10261,female,113.51518979250326,41.86570425099032,a25,goa
2001,10261,male,92.69596341017498,32.35532947119473,a25,goa
2001,10261,total,181.79345283084777,70.34768640919155,a25,goa
2001,10262,female,149.37983947281433,49.04688978607496,a25,goa
2001,10262,male,90.3695306891718,33.685957835912724,a25,goa
2001,10262,total,225.3208664503283,79.49267327972998,a25,goa
2003,10110,female,197.802580900829,76.25303781558102,a25,goa
2003,10110,male,150.2977652216416,56.526926111089296,a25,goa
2003,10110,total,286.50319599248644,119.15820563522138,a25,goa
2003,10130,female,97.55516417477352,33.61042598030485,a25,goa
2003,10130,male,105.7933432803093,34.337575525567054,a25,goa
2003,10130,total,200.54651120205827,68.68479472641714,a25,goa
2003,10200,female,105.58256043904072,37.412280099957,a25,goa
2003,10200,male,91.52869547008773,31.721529604144887,a25,goa
2003,10200,total,173.93757037156914,66.31250364600636,a25,goa
2003,10261,female,106.19464398631426,40.7256250636327,a25,goa
2003,10261,male,62.1994804319821,23.01589718719622,a25,goa
2003,10261,total,147.96131309613656,60.81740435905062,a25,goa
2003,10262,female,164.0684557174508,56.11025124238517,a25,goa
2003,10262,male,87.0042856410637,32.5722830764819,a25,goa
2003,10262,total,232.88125862634303,88.34541934181836,a25,goa
2005,10110,female,181.1807781835015,61.390849758149606,a25,goa
2005,10110,male,136.96182914849453,44.8014219724332,a25,goa
2005,10110,total,288.3357745733466,98.3651025756036,a25,goa
2005,10130,female,96.5997323432197,37.92138492136301,a25,goa
2005,10130,male,76.32088713094222,28.40733051865493,a25,goa
2005,10130,total,153.4686988254412,63.408989521963896,a25,goa
2005,10200,female,111.42497116473628,37.743543708850375,a25,goa
2005,10200,male,86.46809974100314,31.833443346584012,a25,goa
2005,10200,total,180.39738443978513,67.89932307587674,a25,goa
2005,10261,female,84.08785772560917,30.29752178334607,a25,goa
2005,10261,male,53.973989650680046,17.37240712258853,a25,goa
2005,10261,total,123.17780556116806,49.03992499720829,a25,goa
2005,10262,female,98.168998374724,36.30557885130598,a25,goa
2005,10262,male,45.87441800389588,18.099118731601624,a25,goa
2005,10262,total,128.32867327636376,54.41633744086725,a25,goa
2007,10110,female,190.1422894721563,62.826941156484175,a25,goa
2007,10110,male,124.60656917124746,41.29290506616457,a25,goa
2007,10110,total,304.4652943704392,101.82760191992487,a25,goa
2007,10130,female,168.74684548678917,56.52902592704781,a25,goa
2007,10130,male,127.75085318629556,43.777996232075104,a25,goa
2007,10130,total,278.47078855629354,98.20371167374768,a25,goa
2007,10200,female,85.21943488461996,31.20258205935521,a25,goa
2007,10200,male,69.32670813349812,25.552295959248937,a25,goa
2007,10200,total,137.49486667622753,55.67048369940107,a25,goa
2007,10261,female,93.42050314558496,34.16579695622515,a25,goa
2007,10261,male,51.82570417855993,18.588538902079247,a25,goa
2007,10261,total,135.77289289259116,53.339795942608575,a25,goa
2007,10262,female,94.43368535721062,34.252333537701716,a25,goa
2007,10262,male,67.99696645008699,24.35019944180556,a25,goa
2007,10262,total,153.82045882091728,56.76381940892404,a25,goa
2009,10110,female,192.07815335355377,69.59244176157016,a25,goa
2009,10110,male,152.0909500538886,50.83266311753006,a25,goa
2009,10110,total,295.5939190327642,107.98541747912252,a25,goa
2009,10130,female,146.60602922997765,49.03625692641068,a25,goa
2009,10130,male,112.95247700803382,39.38887590508341,a25,goa
2009,10130,total,229.92109890708468,84.92103868578755,a25,goa
2009,10200,female,104.642898613566,35.87474533462444,a25,goa
2009,10200,male,70.92285250629655,25.907288711826812,a25,goa
2009,10200,total,152.88077901902614,61.32621098556427,a25,goa
2009,10261,female,105.94212225452064,40.250121695089945,a25,goa
2009,10261,male,51.21571421025976,19.331814848614364,a25,goa
2009,10261,total,123.74372849463651,50.29163499173766,a25,goa
2009,10262,female,114.7442635734466,41.76468217761252,a25,goa
2009,10262,male,73.5385566720027,27.00367326988941,a25,goa
2009,10262,total,162.5353105776837,66.1603430214993,a25,goa
2011,10110,female,183.415285553421,63.79323777417665,a25,goa
2011,10110,male,139.5976005246219,46.80190918205177,a25,goa
2011,10110,total,300.6866601662942,106.2839788426396,a25,goa
2011,10130,female,123.14263429976712,43.79401190674607,a25,goa
2011,10130,male,66.56935262462666,25.53116369060508,a25,goa
2011,10130,total,159.00868815721682,64.35525521001443,a25,goa
2011,10200,female,84.41687882736981,30.222009256706706,a25,goa
2011,10200,male,80.93594108324636,27.83228003083999,a25,goa
2011,10200,total,147.37939811090675,56.57126952994255,a25,goa
2011,10261,female,68.95264269463615,26.92777710549824,a25,goa
2011,10261,male,40.23205084500539,14.305673904954991,a25,goa
2011,10261,total,103.91884349576348,40.983078598182786,a25,goa
2011,10262,female,76.77191475376206,27.049367890643715,a25,goa
2011,10262,male,42.300195749199546,15.497137566604648,a25,goa
2011,10262,total,112.06193042638114,42.09900732427414,a25,goa
2013,10110,female,183.55229873540807,64.73471566649157,a25,goa
2013,10110,male,121.75119718455612,43.5005564360194,a25,goa
2013,10110,total,282.4387781382269,107.09608944294338,a25,goa
2013,10130,female,113.14893773069036,38.79116546337472,a25,goa
2013,10130,male,83.50509829191044,28.54038085765441,a25,goa
2013,10130,total,200.3060871267729,69.14442310510468,a25,goa
2013,10200,female,102.69704079247356,35.25524427028147,a25,goa
2013,10200,male,64.98158394006953,23.427763519257585,a25,goa
2013,10200,total,143.3757992685868,53.14553645362413,a25,goa
2013,10261,female,66.61013891784526,24.927105081720168,a25,goa
2013,10261,male,43.319890773702184,14.07711236605661,a25,goa
2013,10261,total,99.852047189706,37.43684148340133,a25,goa
2013,10262,female,88.71786493106798,31.383003012407713,a25,goa
2013,10262,male,57.234640438367656,19.52054049252087,a25,goa
2013,10262,total,133.9034500255331,50.02512745462978,a25,goa
2015,10110,female,146.38829945213536,49.93554396565115,a25,goa
2015,10110,male,101.55917238857285,35.13686510191345,a25,goa
2015,10110,total,231.63740810936127,83.92926925457635,a25,goa
2015,10130,female,188.9614205930581,61.96011277558295,a25,goa
2015,10130,male,145.19295125562886,45.488930275144675,a25,goa
2015,10130,total,312.050089727617,98.2908054372938,a25,goa
2015,10200,female,54.59681296358606,20.181481518965615,a25,goa
2015,10200,male,42.52339329455154,14.272968517118793,a25,goa
2015,10200,total,96.99902212544812,35.371089814609064,a25,goa
2015,10261,female,92.84244403020138,37.89033407162317,a25,goa
2015,10261,male,66.82473759375068,24.35344099393896,a25,goa
2015,10261,total,133.10707241733036,59.82196075513995,a25,goa
2015,10262,female,95.40782625910272,32.61587582952327,a25,goa
2015,10262,male,60.955798911133485,21.39142441948805,a25,goa
2015,10262,total,145.88717119698953,51.61622817593362,a25,goa
2017,10110,female,355.4263192898183,210.76696681921,a50,goa
2017,10110,male,142.2229245902153,80.4121920881991,a50,goa
2017,10110,total,482.6495934887861,268.0117687661504,a50,goa
2017,10130,female,85.45408114230187,39.004240612374986,a50,goa
2017,10130,male,90.52366453952456,43.06671180715493,a50,goa
2017,10130,total,169.0755528568252,80.62028975826688,a50,goa
2017,10180,female,72.88935482524049,47.05871138447354,a50,goa
2017,10180,male,88.16146235534912,54.24199172991831,a50,goa
2017,10180,total,157.64703972275373,100.77902593189523,a50,goa
2017,10200,female,151.43802807545137,89.2847109283213,a50,goa
2017,10200,male,110.78520604850844,66.07283255471195,a50,goa
2017,10200,total,238.9656121484988,144.7634240404035,a50,goa
2017,10261,female,129.52395393707306,83.77403895755307,a50,goa
2017,10261,male,66.38757786099086,40.28792765563124,a50,goa
2017,10261,total,159.486163612711,107.78901177474144,a50,goa
2017,10262,female,149.355029525371,97.62682771030894,a50,goa
2017,10262,male,94.24115385847068,63.52437423660509,a50,goa
2017,10262,total,208.7331643026295,144.1896142589432,a50,goa
2017,21720,female,62.89649278916361,38.97394510136623,a50,goa
2017,21720,male,51.21740883036118,31.04732016860299,a50,goa
2017,21720,total,95.856281997932,58.89645493606511,a50,goa
2017,21740,female,12.286047538273694,12.008530771523244,a50,goa
2017,21740,male,15.797642291519448,15.040243767474232,a50,goa
2017,21740,total,15.709440797692231,15.46031096264503,a50,goa
2017,30060,female,169.25041136753794,114.62829919954996,a50,goa
2017,30060,male,149.0766685170396,104.27067728032328,a50,goa
2017,30060,total,271.56768007912785,195.60166063596083,a50,goa
2017,30420,female,94.8710959473399,60.20599288914588,a50,goa
2017,30420,male,77.28377632334197,48.72846217893659,a50,goa
2017,30420,total,159.27933253724592,105.76538753347825,a50,goa
2019,10110,female,368.53182629380376,205.1572624642739,a50,goa
2019,10110,male,197.39826586339183,117.70012414766263,a50,goa
2019,10110,total,549.4942743920976,314.7573946310976,a50,goa
2019,10130,female,70.30284886952924,34.22415663172347,a50,goa
2019,10130,male,76.76019758029122,38.0022980224166,a50,goa
2019,10130,total,135.11392651642734,66.99407835035049,a50,goa
2019,10180,female,64.81260496536333,41.79403213700336,a50,goa
2019,10180,male,74.67002890807478,47.116621342627795,a50,goa
