year,species_code,comp_type,iss_age,base_iss_length,sub_iss_length,sub_samp,region
1999,10262,total,128.5535973267371,1555.711843256575,1302.3850024946255,t50,goa
2001,10110,female,369.32655913133823,2929.186995652309,1866.8600165936964,t50,goa
2001,10110,male,241.4877673465076,1369.5173584076765,834.8794311333065,t50,goa
2001,10110,total,527.3763856417935,3650.6586405718726,2436.2584704727556,t50,goa
2001,10130,female,160.15269842136695,1244.4664798118683,804.2240119135475,t50,goa
2001,10130,male,142.56471841163776,981.915159540054,675.5551153588553,t50,goa
2001,10130,total,269.0270561663734,2033.5463640445207,1386.7761936709271,t50,goa
2001,10200,female,142.3735411462427,842.1390777291746,706.7819582507497,t50,goa
2001,10200,male,103.34495084269815,560.5275523192437,471.2265294280754,t50,goa
2001,10200,total,218.1423496127924,1092.2103496508162,953.1534310101956,t50,goa
2001,10261,female,113.1971688844498,930.146300640022,726.842890003636,t50,goa
2001,10261,male,91.72238189894392,612.8797236859252,469.0932404757149,t50,goa
2001,10261,total,184.6829174706349,1354.6425707362007,1080.7872055598557,t50,goa
2001,10262,female,142.2040019868439,1185.643242829212,975.3594036529475,t50,goa
2001,10262,male,87.06472456245092,409.8569814816027,327.71067825988564,t50,goa
2001,10262,total,219.46032399104928,1496.0925554076716,1239.9776129819725,t50,goa
2003,10110,female,197.93492393843644,2157.9767109955615,1599.6120101269246,t50,goa
2003,10110,male,155.84817086789917,1180.6984119365477,834.9653136759356,t50,goa
2003,10110,total,294.57594160874856,2557.4142517351675,2004.2269239886168,t50,goa
2003,10130,female,96.05658861644716,2376.605905640214,1690.1830609037054,t50,goa
2003,10130,male,105.1635764036243,2026.483782637713,1443.757560335852,t50,goa
2003,10130,total,194.02931727808388,3717.284163938889,2772.1130227965723,t50,goa
2003,10200,female,100.40758519009744,1696.39986662573,1283.2613290653278,t50,goa
2003,10200,male,90.50387076651975,1327.214002909613,1023.7054467099232,t50,goa
2003,10200,total,172.8717074759544,2455.976891159597,1952.6233913348683,t50,goa
2003,10261,female,109.44398151595412,1127.0554986219197,858.8439952451279,t50,goa
2003,10261,male,63.83567789998262,385.1556309220944,326.5609436678603,t50,goa
2003,10261,total,152.6584904346225,944.413457945244,819.0840598318613,t50,goa
2003,10262,female,164.83847359387548,2192.8299505103128,1702.810778970499,t50,goa
2003,10262,male,85.61205653191905,895.4476779749185,675.1001390278354,t50,goa
2003,10262,total,234.26900523655544,2802.6943199305088,2193.4010443860907,t50,goa
2005,10110,female,183.37720516635255,5524.3571245323055,3342.9225223319545,t50,goa
2005,10110,male,144.46001480636946,2503.0839796415835,1395.7061479322722,t50,goa
2005,10110,total,298.8993293801848,6922.865515532648,4327.36449273265,t50,goa
2005,10130,female,99.33174506666371,2395.886860277695,1631.3688014638976,t50,goa
2005,10130,male,73.15805761978811,1826.8133421422776,1204.9141620134424,t50,goa
2005,10130,total,148.9172045729839,3510.641454926008,2453.2129956834606,t50,goa
2005,10200,female,113.28452724483192,2077.980349536656,1598.4027383853947,t50,goa
2005,10200,male,86.8177539424267,1340.9499589726197,1036.603349838211,t50,goa
2005,10200,total,189.420629878699,2893.460335067376,2280.7354449350805,t50,goa
2005,10261,female,81.3332571651911,1191.6578483973624,900.3211429129202,t50,goa
2005,10261,male,52.829628428915015,661.5523635543026,501.9275033609716,t50,goa
2005,10261,total,118.07442522913044,1445.2360457330217,1146.753164572076,t50,goa
2005,10262,female,101.47614666422828,1747.03069708595,1373.573268860806,t50,goa
2005,10262,male,45.45224307503288,460.4243627496399,357.55426864674564,t50,goa
2005,10262,total,130.39453458766482,1694.2565594187038,1367.6539671202625,t50,goa
2007,10110,female,184.78234091958583,4526.754381814266,2853.4125483214757,t50,goa
2007,10110,male,125.22239429595956,1959.2836136781573,1140.107044795065,t50,goa
2007,10110,total,298.54845137591155,5160.112454256925,3463.266421136551,t50,goa
2007,10130,female,162.27567706742892,2026.9246573624537,1357.0957988620785,t50,goa
2007,10130,male,119.02975058916856,1444.3258213861673,971.422350741188,t50,goa
